region,q0.01,q0.02,q0.03,q0.04,q0.05,q0.06,q0.07,q0.08,q0.09,q0.1,q0.11,q0.12,q0.13,q0.14,q0.15,q0.16,q0.17,q0.18,q0.19,q0.2,q0.21,q0.22,q0.23,q0.24,q0.25,q0.26,q0.27,q0.28,q0.29,q0.3,q0.31,q0.32,q0.33,q0.34,q0.35,q0.36,q0.37,q0.38,q0.39,q0.4,q0.41,q0.42,q0.43,q0.44,q0.45,q0.46,q0.47,q0.48,q0.49,q0.5,q0.51,q0.52,q0.53,q0.54,q0.55,q0.56,q0.57,q0.58,q0.59,q0.6,q0.61,q0.62,q0.63,q0.64,q0.65,q0.66,q0.67,q0.68,q0.69,q0.7,q0.71,q0.72,q0.73,q0.74,q0.75,q0.76,q0.77,q0.78,q0.79,q0.8,q0.81,q0.82,q0.83,q0.84,q0.85,q0.86,q0.87,q0.88,q0.89,q0.9,q0.91,q0.92,q0.93,q0.94,q0.95,q0.96,q0.97,q0.98,q0.99
national,-0.31970698010098664,-0.27997178625065455,-0.2564393255556241,-0.24333477188951402,-0.2294251208007525,-0.21803226753375204,-0.20925707533849813,-0.20005035293433338,-0.1931835143574423,-0.18682637259772594,-0.18122327434019203,-0.17699329771228012,-0.1725607098073234,-0.1681832645123449,-0.16390862369684012,-0.1606332519424214,-0.15647466351443873,-0.15218663916570785,-0.14773340769996812,-0.1439932440233549,-0.1408427763490372,-0.1382889990400371,-0.13564173361043652,-0.13266966840825845,-0.12983771317809367,-0.1269147220874567,-0.12413808252480507,-0.12164387209695482,-0.11913716472239377,-0.11617757668920259,-0.11370978993923142,-0.11101665972346186,-0.10824983505453023,-0.1059762316445223,-0.1036762034600125,-0.10128071878192646,-0.09864460788250318,-0.09634618855404176,-0.09429231524988868,-0.09236630287489112,-0.09039514761678413,-0.08859778461826062,-0.08638474987107125,-0.08477370488799707,-0.08293835416924855,-0.08086929032510293,-0.07912718398858098,-0.07711842152389181,-0.07534245717397692,-0.07332187896947895,-0.07120224523762264,-0.06950838867684217,-0.06788836663161879,-0.06566865037438419,-0.0637409965275837,-0.061764635813443824,-0.05968214285354545,-0.05781899760897158,-0.05597895216679083,-0.05424670659696096,-0.052574916955694384,-0.050762109296820235,-0.04928245863341507,-0.04741810601955887,-0.04540137758286544,-0.04395338164329132,-0.04239676810456894,-0.04062886205511429,-0.0389405302903989,-0.03698582382908322,-0.03523813702068779,-0.03361720660187695,-0.0318873284378407,-0.03001372618014475,-0.028107522818321407,-0.026442946811933155,-0.02476462246073785,-0.022944969555283024,-0.021049330860911653,-0.019235127318695255,-0.017305629997288463,-0.01513092730375254,-0.012420743679919521,-0.010053013452859805,-0.007999290170856987,-0.006286432212887494,-0.004316460100706188,-0.002435978136250405,-0.00012209095453519225,0.0019152082690876426,0.004182449405365496,0.007800175385241914,0.011200091386798228,0.016719671930798263,0.023195822095956053,0.031373115361632564,0.04233556646979775,0.06189199971191606,0.08603742679262893
