region,q0.01,q0.02,q0.03,q0.04,q0.05,q0.06,q0.07,q0.08,q0.09,q0.1,q0.11,q0.12,q0.13,q0.14,q0.15,q0.16,q0.17,q0.18,q0.19,q0.2,q0.21,q0.22,q0.23,q0.24,q0.25,q0.26,q0.27,q0.28,q0.29,q0.3,q0.31,q0.32,q0.33,q0.34,q0.35,q0.36,q0.37,q0.38,q0.39,q0.4,q0.41,q0.42,q0.43,q0.44,q0.45,q0.46,q0.47,q0.48,q0.49,q0.5,q0.51,q0.52,q0.53,q0.54,q0.55,q0.56,q0.57,q0.58,q0.59,q0.6,q0.61,q0.62,q0.63,q0.64,q0.65,q0.66,q0.67,q0.68,q0.69,q0.7,q0.71,q0.72,q0.73,q0.74,q0.75,q0.76,q0.77,q0.78,q0.79,q0.8,q0.81,q0.82,q0.83,q0.84,q0.85,q0.86,q0.87,q0.88,q0.89,q0.9,q0.91,q0.92,q0.93,q0.94,q0.95,q0.96,q0.97,q0.98,q0.99
national,-0.3425513357278809,-0.3021647530386806,-0.27304282611593234,-0.24510016351960706,-0.22317245523190143,-0.20209945747193814,-0.18872688891944378,-0.17433845755461252,-0.16473124046271215,-0.15650053830427169,-0.14705084721693407,-0.13921043015423518,-0.13073425165458508,-0.12534747055648054,-0.12108975216408302,-0.1167750035762305,-0.11331903576301539,-0.10837848388245419,-0.10339057104944427,-0.09630619422313913,-0.08831010563110642,-0.08222703418041544,-0.07673259945480959,-0.06939306542552703,-0.06006365888090448,-0.05146258450379193,-0.04268792698916002,-0.03598566162394956,-0.024173170975516634,-0.018129024731572407,-0.009576312826786726,-0.0007949403641460684,0.010555396815314921,0.02288833143100355,0.03426460547377719,0.04897985970326868,0.058896421431819945,0.06662675789232964,0.07100126874886037,0.07580318094706495,0.08235850224900254,0.08648275021303498,0.09003548694563879,0.0955938207060969,0.1030413821646814,0.10961976896584069,0.11812075727768434,0.12775161953686442,0.13926070767174004,0.14832699840243713,0.1574383679528335,0.163967091993511,0.17394260404122175,0.18776562492592852,0.2031502320931633,0.21294507922753336,0.2221220073950203,0.23081619252987018,0.23857845269772415,0.2461751874434981,0.252709332496992,0.257702092519585,0.2637679954831107,0.2689874911357304,0.27440052132687853,0.28005251812253107,0.2850382296368359,0.289040011449071,0.2946335817011425,0.29980286059960726,0.3048253301813908,0.31002986674744104,0.31528986268818393,0.3217377267961563,0.3285535329417,0.3342575902859579,0.341252625869215,0.3514505645638044,0.3574798620606723,0.3672685607458037,0.37706068168144036,0.3856676728021924,0.3967962812255976,0.4063212455912568,0.41603820584843465,0.4259854627042703,0.4351071304170562,0.4466397842838532,0.4565909289212966,0.4662162281814375,0.47621188271356196,0.48804619914319947,0.4992035277740392,0.5118683266968738,0.5279431558712799,0.5518147696433662,0.5824307245106741,0.6101399644162564,0.6570961652135443
