county,name,state,agriculture,prop_crime,violent_crime,labor,mortality,total,safety
1001.0,Autauga County,AL,2.4992559749189347,0.0011510043154583,0.2763282178087856,-0.1627543077226456,2.720299623016051,5.3342805123365835,24.1246982426765
1003.0,Baldwin County,AL,0.7310576848633454,0.0252013289810948,0.3240426207658409,-0.0954077376079665,4.173591017897437,5.158484914899752,24.7188955808099
1005.0,Barbour County,AL,3.5667149389329245,0.021232878892663,0.2608459534423568,-0.1468201637397248,1.778865092124845,5.480838699653065,23.629324717657454
1007.0,Bibb County,AL,0.0,0.0201418935192876,0.3257522222594788,-0.1814448498896781,1.9222503685524912,2.0866996344415796,35.10167344088427
1009.0,Blount County,AL,1.2312845399024663,0.0401809708364897,0.433288287834932,-0.1313049130621024,2.077517021797116,3.6509659073089016,29.81438030600559
1011.0,Bullock County,AL,-8.093516418314428,0.0245723411452791,0.2706295019546445,-0.127727069794814,2.0515546885004534,-5.874486956508865,62.01085631974485
1013.0,Butler County,AL,-3.855007040489622,0.0414198556612621,0.3080212741683796,-0.1220080884959395,2.612340406700854,-1.0152335924550657,45.58635276939764
1015.0,Calhoun County,AL,2.5332962483847643,0.0282192047464269,0.3930237571449613,-0.1159107196852304,2.8700220318697895,5.708650522460712,22.859310105907753
1017.0,Chambers County,AL,4.281954874417515,0.0465706704494417,0.3515742546227107,-0.1352220158859274,1.97755081016018,6.52242859376392,20.10870217914514
1019.0,Cherokee County,AL,6.315372462804647,0.0591971972839333,0.4128211998807085,-0.0802488993591921,1.9748156398047696,8.681957600414865,12.80939317435056
1021.0,Chilton County,AL,3.9288726619838954,0.023508047624543,0.3592784491723844,-0.1435548748968562,2.860366009750114,7.028470293634081,18.398257575119104
1023.0,Choctaw County,AL,4.406306701175633,0.0070100615112478,0.3062082635831187,-0.2295897646984124,3.6827620764355617,8.172697338007149,14.530716670227804
1025.0,Clarke County,AL,4.280392926388732,0.0083588742811446,0.3078849715727916,-0.1752297524030388,3.4418565881438687,7.863263607983498,15.576617144355524
1027.0,Clay County,AL,0.0,0.0086724976196661,0.4085903141833658,-0.2527456604964562,2.8199928973121273,2.984510048618703,32.06703226652718
1029.0,Cleburne County,AL,-6.847671370102281,0.0415439785076854,0.3940608284728641,-0.1706682582262253,2.80458610410481,-3.778148717243147,54.92513506300752
1031.0,Coffee County,AL,4.566554803035272,0.0485514618542515,0.2842711257033281,-0.0984845233505615,1.1471203901931484,5.948013257435439,22.050252871005014
1033.0,Colbert County,AL,3.7879364104384416,0.0301028244050538,0.4381325179912965,-0.1523978165065109,3.6877230496110647,7.791496985939346,15.819191682098335
1035.0,Conecuh County,AL,2.476965775022233,0.0313704538160264,0.3126081904135436,-0.1863681314549836,3.782114610459462,6.416690898256281,20.466100533410412
1037.0,Coosa County,AL,0.0,0.0281213453501294,0.3795961852002483,-0.215527021295403,2.151612148644079,2.3438026578990536,34.232653201515745
1039.0,Covington County,AL,4.716610862370874,0.0446203267362887,0.316705039859011,-0.1092112766487907,2.635113373464015,7.603838325781398,16.453486726851125
1041.0,Crenshaw County,AL,-5.713877009427259,0.0423081595607888,0.2887256468840915,-0.1161226541841919,1.4847374120133987,-4.014228445153172,55.7230955805444
1043.0,Cullman County,AL,-0.3537130140118583,0.0401809708364897,0.433288287834932,-0.1549128704654512,2.472250427957462,2.4370938021515745,33.91732477239404
1045.0,Dale County,AL,4.218404715011337,0.0290527923729522,0.2650750524041179,-0.1277350995027681,1.5806247105471536,5.965422170832793,21.991409929820307
1047.0,Dallas County,AL,3.646345424560127,0.0018378607383073,0.3175985472691156,-0.159618922805893,2.3407062416997317,6.146869151461388,21.37811065228523
1049.0,DeKalb County,AL,-3.2547002816168957,0.0542317839042238,0.3941013288259576,-0.1558780076083565,1.7539599079615047,-1.208285268533566,46.2388764600962
1051.0,Elmore County,AL,2.850181899745463,0.005222496251056,0.2710075830444358,-0.1716544276172293,2.791964042034279,5.7467215934580045,22.73062810603794
1053.0,Escambia County,AL,2.85452122133687,0.0297453490810006,0.3156908192897711,-0.1568745606342014,3.3957682898778767,6.438851118951317,20.391197951426392
1055.0,Etowah County,AL,0.6344191987579739,0.0157450524012947,0.386190226711891,-0.1212353799248999,3.771835982599552,4.686955080545812,26.312688465892165
1057.0,Fayette County,AL,-1.6437454981442223,-0.0050387277148233,0.3854041501254457,-0.2742427417520288,3.425656460825058,1.8880336433394294,35.77317377884326
1059.0,Franklin County,AL,-6.494634171740299,0.0156825046508934,0.4044668093502235,-0.2299396468853132,4.306931308296993,-1.9974931963275022,48.90643615309397
1061.0,Geneva County,AL,4.754292520793801,0.0485514618542515,0.2842711257033281,-0.1067059569162642,1.380009863860779,6.3604190152958955,20.656302128639936
1063.0,Greene County,AL,-7.0580018663248145,-0.0144793100207984,0.2566862593182062,-0.2235216590427691,4.419861488302348,-2.619455087767828,51.00869642412873
1065.0,Hale County,AL,-1.435653704983486,0.0337179441507462,0.3241874780909315,-0.2221759229827258,2.2072831663660444,0.9073589606415102,39.087900054871476
1067.0,Henry County,AL,4.548443754114406,0.0416492624063291,0.2238884757836512,-0.125107292247617,2.1735333375809187,6.862407537637688,18.95955745415398
1069.0,Houston County,AL,4.075196347744758,0.0486404919750604,0.2264677934612713,-0.0731632071313326,1.6798165774242164,5.956958003473974,22.020019211209927
1071.0,Jackson County,AL,-2.5094760587771825,0.0516057562687466,0.3862588436801761,-0.132110233622007,2.281117479126779,0.07739578667651248,41.89321438531696
1073.0,Jefferson County,AL,0.0,0.0292509812088948,0.4014661959744758,-0.1194011602903777,3.592757769657814,3.904073786550807,28.958863840866712
1075.0,Lamar County,AL,-7.240843577689004,-0.0050387277148233,0.3854041501254457,-0.260305059396515,3.4214166762157436,-3.699366538459153,54.65884761549268
1077.0,Lauderdale County,AL,2.7048145462768236,0.0301028244050538,0.4381325179912965,-0.1358792363881256,3.38165016590385,6.418820818188898,20.458901304460127
1079.0,Lawrence County,AL,5.349645338732767,0.0499128908912016,0.4559284711079803,-0.1855788572783234,2.9423037472698503,8.612211590723476,13.045137947873357
1081.0,Lee County,AL,7.59993068809921,0.0434447633707701,0.345466914375403,-0.0692658167296356,0.9509872896905268,8.870563838806275,12.17189527086748
1083.0,Limestone County,AL,3.812484032700581,0.0272082816240359,0.4176814026485731,-0.20460220152545,1.7517213473503177,5.804492862798057,22.535358514745795
1085.0,Lowndes County,AL,1.2879431022653651,0.0011510043154583,0.2763282178087856,-0.2453342200589681,3.657156872549631,4.977244976880272,25.331495044646545
1087.0,Macon County,AL,4.6670459982163015,0.0245723411452791,0.2706295019546445,-0.0761252905166154,2.0539030931501494,6.94002564394976,18.69720462601694
1089.0,Madison County,AL,1.3886861051568555,0.0274037342033128,0.4119073459195377,-0.1308657510779243,2.521557575175013,4.218689009376795,27.89544967882189
1091.0,Marengo County,AL,2.9679939903791697,0.0178608251965695,0.3025075363077611,-0.1791260818106321,3.76481375673488,6.874050026807748,18.92020529644944
1093.0,Marion County,AL,-2.768077740350372,-0.01517439408385,0.3729519237858358,-0.2489770607534636,3.4167474719846496,0.7574702005827998,39.59453107147021
1095.0,Marshall County,AL,0.0486121670076666,0.0523861427607297,0.4154085202714652,-0.0852700589340393,1.9295640546247717,2.3607008257305937,34.17553660422189
1097.0,Mobile County,AL,2.1056830477659716,0.0233484056676225,0.305844798238164,-0.1091944239487552,4.1612449435389465,6.486926771261949,20.22869999898323
1099.0,Monroe County,AL,3.423589514790293,0.032836282942128,0.3172158206066866,-0.1914451065758493,3.958790996278799,7.540987508042058,16.665925429211953
1101.0,Montgomery County,AL,0.4260008506268731,0.0074306000370949,0.2674908793520947,-0.1283986967820949,2.9927601326108633,3.565283765844831,30.10398994996619
1103.0,Morgan County,AL,-3.0255755798426653,0.0274037342033128,0.4119073459195377,-0.1752690524348232,3.1426505304180496,0.3811169782634116,40.866622558178086
1105.0,Perry County,AL,1.0643419382692532,0.0046420385009682,0.3254252174500482,-0.1612533358818391,2.519670884478721,3.7528267428171516,29.470085919789256
1107.0,Pickens County,AL,-0.0267883349602593,-0.0155125307064074,0.2421755357113308,-0.1873289420783686,4.9074801415899945,4.92002586955629,25.52489830250967
1109.0,Pike County,AL,4.215904762012768,0.0245723411452791,0.2706295019546445,-0.122377490379788,1.7627180722485865,6.15144718698149,21.36263667819493
1111.0,Randolph County,AL,-3.965150465154077,0.0624993288971031,0.4145041638422997,-0.091542987734472,2.030074805591655,-1.549615154557491,47.39258743271416
1113.0,Russell County,AL,-0.5075443019457837,0.0022608609600016,0.2351591015749887,-0.1574811214525295,3.6423526386250344,3.2147471777617116,31.28882000597602
1115.0,St. Clair County,AL,0.0,0.0268561170685854,0.4254169416069597,-0.139673535096152,2.1050788516678254,2.4176783752472186,33.98294982304091
1117.0,Shelby County,AL,5.047774094986823,0.0292509812088948,0.4014661959744758,-0.1391479129185691,2.0049248303534455,7.344268189605071,17.33084592255183
1119.0,Sumter County,AL,-7.41638347691943,-0.0218099810078364,0.2423439819820405,-0.1823225821310004,4.290786208829657,-3.0873858492465684,52.59032427462892
1121.0,Talladega County,AL,0.7487807701546334,0.0158223375699595,0.4189008838259678,-0.1837873321475114,2.4547370779742272,3.4544537373772766,30.478600627712737
1123.0,Tallapoosa County,AL,6.054471855495547,0.0233890093314759,0.3594436751463536,-0.1561833726429595,2.168450161566558,8.449571328896974,13.594869636605537
1125.0,Tuscaloosa County,AL,0.4341614797258142,-0.0208070447651698,0.3115925908675709,-0.1985272352993172,3.590334067294699,4.116753857823597,28.239995256744578
1127.0,Walker County,AL,0.0,0.0220105923101732,0.4087308284459912,-0.1474634406882224,4.0246735319074824,4.307951511975425,27.593738246837418
1129.0,Washington County,AL,-3.0942298105703037,0.0265263785552472,0.3291688039606333,-0.1881297528152026,4.1615037174445675,1.2348393365749417,37.981001073851765
1131.0,Wilcox County,AL,2.9209507504851517,0.0130337621921716,0.3086628578778505,-0.1920869251879287,3.797858062586341,6.848418507953586,19.006841028501455
1133.0,Winston County,AL,0.0,0.0209559830005146,0.4044255577423827,-0.2447811280329226,4.209854163625085,4.39045457633506,27.31487403211804
2013.0,Aleutians East Borough,AK,0.0,0.425350910910427,0.4639958414281331,0.0116345645036153,-1.4824537735778205,-0.5814724567356451,44.12021985146252
2016.0,Aleutians West Census Area,AK,0.0,0.8884164965812014,0.8657508763100896,-0.0527146829204072,-2.3426875641682767,-0.641234874197393,44.32221961649616
2020.0,Anchorage Municipality,AK,0.0,0.4783891642715421,0.5528862590924666,-0.0333797206335639,-2.769330837969798,-1.7714351352393534,48.142349337948055
2050.0,Bethel Census Area,AK,0.0,0.525829111709486,0.5829474879625929,-0.0358702143398503,-4.473388282690001,-3.4004818973577726,53.6486035551133
2060.0,Bristol Bay Borough,AK,0.0,0.4055955411134349,0.4221814948564661,0.0210323187431971,-4.840082309012375,-3.9912729542992764,55.64550494824298
2068.0,Denali Borough,AK,0.0,0.6312511340516247,0.6580148977377132,-0.0375632930290192,-1.6762265166590915,-0.42452377789877294,43.58972597932822
2070.0,Dillingham Census Area,AK,0.0,0.405658977349832,0.4315229890132777,-0.0026829784124826,-4.894529138009276,-4.060030150058649,55.87790748444653
2090.0,Fairbanks North Star Borough,AK,0.0,0.3325160718829156,0.4751424693689499,-0.034442502451637,-1.7322629175893414,-0.9590468787891129,45.39643905036511
2100.0,Haines Borough,AK,0.0,0.0163253249642059,0.6817335768546373,0.0231563758702257,-3.7528707440047016,-3.0316554663156325,52.40195297481512
2105.0,Hoonah-Angoon Census Area,AK,0.0,0.0163253249642059,0.6817335768546373,0.0,-4.445036613724197,-3.7469777119053536,54.819775607658734
2110.0,Juneau City and Borough,AK,0.0,0.0163253249642059,0.6817335768546373,0.0091557472850833,-2.4871581563794862,-1.7799435072755596,48.1711080332139
2122.0,Kenai Peninsula Borough,AK,0.0,0.4229731543442749,0.5973770428441494,-0.0024278167563229,-4.025748575741537,-3.007826195309436,52.32140892474794
2130.0,Ketchikan Gateway Borough,AK,0.0,0.1206613827796854,0.7712020814612419,0.011764250959656,-3.380399001414159,-2.476771286213576,50.526418504121324
2150.0,Kodiak Island Borough,AK,0.0,0.4031487409460021,0.5495909434925839,0.0073510355374395,-2.2696250863763368,-1.3095343664003112,46.581103144484295
2164.0,Lake and Peninsula Borough,AK,0.0,0.4055955411134349,0.4221814948564661,0.0061863772482073,-7.168492790022308,-6.334529376804199,63.56582120824936
