county,unemployment,med_income
21117,3.3,"70,693"
21119,6.1,"34,051"
21121,5.3,"32,646"
21123,4.4,"54,470"
21125,4.2,"48,950"
21127,5.3,"42,750"
21129,5.4,"29,143"
21131,6.6,"32,682"
21133,6.1,"34,897"
21135,7.2,"40,508"
21137,4.7,"44,399"
21139,4.8,"48,371"
21141,3.5,"53,519"
21143,4.2,"56,445"
21145,4.0,"60,504"
21147,5.2,"32,938"
21149,4.4,"53,102"
21151,3.6,"54,498"
21153,10.5,"34,423"
21155,3.3,"51,523"
21157,4.1,"57,802"
21159,7.3,"29,387"
21161,4.8,"49,924"
21163,4.4,"58,839"
21165,5.6,"38,928"
21167,3.7,"53,336"
21169,4.5,"42,755"
21171,3.3,"41,638"
21173,4.5,"51,831"
21175,5.3,"47,131"
21177,5.7,"45,883"
21179,3.8,"62,036"
21181,4.1,"46,547"
21183,4.9,"55,432"
21185,3.3,"109,181"
21187,3.4,"55,321"
21189,6.9,"29,365"
21191,3.5,"56,036"
21193,5.0,"36,528"
21195,5.2,"38,066"
21197,4.1,"40,116"
21199,4.5,"45,532"
21201,5.0,"51,177"
21203,4.6,"43,378"
21205,4.6,"52,451"
21207,4.9,"40,454"
21209,3.0,"71,961"
21211,3.4,"72,524"
21213,3.4,"58,531"
21215,3.9,"91,160"
21217,3.7,"50,258"
21219,3.2,"51,189"
21221,4.5,"52,511"
21223,4.3,"62,902"
21225,4.3,"50,862"
21227,3.6,"59,223"
21229,3.4,"64,733"
21231,5.0,"38,651"
21233,3.9,"52,575"
21235,4.4,"37,530"
21237,5.6,"34,749"
21239,3.0,"76,942"
22000,3.7,"52,090"
22001,3.7,"44,648"
22003,4.2,"43,192"
22005,3.0,"75,498"
22007,4.6,"42,404"
22009,4.2,"38,567"
22011,3.4,"59,550"
22013,4.2,"38,093"
22015,3.0,"61,225"
22017,4.1,"44,968"
22019,3.5,"57,667"
22021,3.8,"39,079"
22023,2.8,"62,457"
22025,4.1,"38,006"
22027,3.8,"36,115"
22029,4.6,"36,821"
22031,3.8,"48,007"
22033,3.5,"51,746"
22035,7.9,"30,288"
22037,3.2,"51,296"
22039,4.1,"37,707"
22041,4.8,"38,439"
22043,3.5,"50,979"
22045,4.2,"47,391"
22047,4.4,"47,942"
22049,3.2,"45,481"
22051,3.6,"56,080"
22053,3.5,"48,709"
22055,3.2,"59,062"
22057,3.4,"58,740"
22059,2.6,"47,205"
22061,3.5,"40,384"
22063,2.8,"71,605"
22065,5.0,"33,619"
22067,5.2,"36,998"
22069,3.9,"43,381"
22071,4.5,"46,188"
22073,3.6,"47,737"
22075,3.2,"68,765"
22077,3.9,"51,988"
22079,3.2,"47,316"
22081,3.3,"40,724"
22083,4.1,"39,804"
22085,3.3,"44,952"
22087,4.0,"46,938"
22089,3.3,"70,224"
22091,5.3,"41,937"
22093,4.6,"60,466"
22095,5.0,"58,548"
22097,4.4,"39,806"
22099,3.7,"49,271"
22101,4.3,"42,757"
22103,2.9,"68,616"
22105,4.3,"51,596"
22107,5.0,"31,438"
22109,3.9,"59,482"
22111,3.8,"43,746"
22113,3.5,"52,070"
22115,4.0,"51,401"
22117,4.2,"39,363"
22119,4.1,"41,436"
22121,3.3,"67,436"
22123,5.5,"40,812"
22125,2.6,"69,086"
22127,4.0,"44,942"
23000,3.0,"64,823"
23001,3.0,"61,411"
23003,4.1,"51,770"
23005,2.4,"80,484"
23007,3.6,"52,295"
23009,3.5,"57,001"
23011,2.8,"60,449"
23013,3.0,"68,786"
23015,2.9,"65,638"
23017,3.3,"51,872"
23019,3.1,"56,261"
23021,3.8,"49,999"
23023,2.4,"75,624"
23025,4.1,"51,040"
23027,3.2,"58,262"
23029,4.3,"42,755"
23031,2.7,"73,794"
24000,3.2,"90,129"
24001,4.0,"49,236"
24003,2.8,"107,281"
24005,3.3,"80,159"
24009,2.9,"117,459"
24011,3.1,"61,945"
24013,2.7,"102,006"
24015,3.3,"76,727"
24017,3.3,"103,918"
24019,3.6,"54,731"
24021,3.0,"104,253"
24023,3.5,"55,107"
24025,3.0,"95,951"
24027,2.6,"131,412"
24029,3.6,"66,183"
24031,2.9,"112,352"
24033,3.5,"89,689"
24035,2.8,"94,583"
24037,3.1,"106,539"
24039,4.8,"47,131"
24041,3.4,"78,931"
24043,3.3,"65,433"
24045,3.8,"61,848"
24047,5.0,"70,952"
24510,4.3,"54,068"
25000,3.8,"89,577"
25001,4.7,"82,980"
25003,4.4,"60,945"
25005,4.6,"72,857"
25007,5.2,"79,338"
25009,3.9,"87,145"
25011,3.4,"68,948"
25013,4.9,"61,818"
25015,3.4,"77,117"
25017,3.1,"112,345"
25019,6.3,"110,966"
25021,3.3,"114,658"
25023,4.0,"99,445"
25025,3.6,"77,163"
25027,3.9,"84,583"
26000,4.2,"63,444"
26001,7.0,"46,749"
26003,7.4,"54,516"
26005,3.7,"73,873"
26007,5.0,"50,848"
26009,5.8,"59,430"
26011,7.4,"50,452"
26013,7.3,"46,656"
26015,3.9,"68,380"
26017,5.2,"56,681"
26019,5.3,"67,924"
26021,4.6,"57,554"
26023,4.1,"60,481"
26025,4.8,"55,639"
26027,4.5,"62,065"
26029,4.7,"64,604"
26031,8.3,"53,747"
26033,6.4,"48,972"
26035,7.0,"46,085"
26037,3.9,"77,617"
26039,6.6,"50,367"
26041,5.6,"53,234"
26043,4.3,"56,033"
26045,4.4,"70,638"
26047,5.6,"71,401"
26049,5.6,"52,157"
26051,6.1,"49,146"
26053,5.2,"44,675"
26055,3.8,"66,271"
26057,4.6,"55,249"
26059,4.6,"54,863"
26061,4.8,"52,585"
26063,4.7,"51,767"
26065,4.4,"57,733"
26067,3.9,"64,641"
26069,6.4,"47,401"
26071,6.0,"48,920"
26073,4.9,"47,999"
26075,4.5,"58,637"
26077,3.9,"62,476"
26079,6.0,"57,920"
26081,3.5,"71,933"
26083,6.1,"50,729"
26085,7.1,"40,382"
26087,4.3,"71,306"
26089,4.3,"86,406"
26091,4.7,"62,050"
26093,2.8,"92,357"
26095,6.2,"47,959"
26097,9.1,"53,028"
26099,3.7,"67,646"
26101,5.9,"54,422"
26103,5.0,"56,179"
26105,5.3,"55,536"
26107,5.5,"52,481"
26109,4.3,"57,421"
26111,4.3,"68,054"
26113,5.1,"51,151"
26115,4.8,"66,179"
26117,4.5,"55,735"
26119,8.2,"44,500"
26121,5.1,"55,410"
26123,4.7,"57,840"
26125,3.0,"86,597"
26127,6.6,"56,533"
26129,7.0,"45,186"
26131,7.5,"46,824"
26133,4.7,"52,272"
26135,7.9,"42,620"
26137,5.4,"59,538"
26139,3.3,"79,402"
26141,7.7,"56,119"
26143,8.5,"50,822"
26145,5.6,"50,992"
26147,3.9,"61,466"
26149,4.3,"58,400"
26151,5.3,"49,541"
26153,7.8,"49,735"
26155,4.8,"53,197"
26157,5.4,"52,365"
26159,5.1,"59,240"
26161,3.6,"77,359"
26163,4.6,"52,644"
26165,4.9,"53,711"
27000,2.7,"77,712"
27001,4.5,"56,471"
27003,2.6,"88,416"
27005,2.9,"67,261"
27007,3.3,"60,386"
27009,3.4,"67,048"
27011,3.3,"55,635"
27013,2.3,"68,620"
27015,2.7,"63,708"
27017,3.6,"68,442"
27019,2.2,"106,582"
27021,4.2,"57,928"
27023,2.4,"58,611"
27025,3.1,"85,080"
27027,2.2,"67,970"
27029,6.6,"60,235"
27031,3.5,"62,528"
27033,2.8,"58,801"
27035,3.2,"64,008"
27037,2.4,"93,850"
27039,2.7,"84,385"
27041,2.4,"67,370"
27043,3.2,"55,696"
27045,2.6,"67,804"
27047,2.7,"62,770"
27049,2.6,"74,974"
27051,2.9,"61,901"
27053,2.5,"84,220"
27055,2.3,"70,325"
27057,4.2,"65,557"
27059,3.4,"74,481"
27061,4.5,"59,138"
27063,2.5,"64,052"
27065,4.7,"57,937"
27067,2.9,"66,030"
27069,2.8,"60,785"
27071,4.0,"59,299"
27073,2.7,"62,182"
27075,5.0,"68,725"
27077,3.2,"62,357"
27079,3.6,"82,936"
27081,2.9,"60,199"
27083,2.5,"66,692"
27085,2.9,"67,835"
27087,4.9,"52,486"
27089,4.0,"66,165"
27091,2.7,"57,521"
27093,2.9,"66,785"
27095,4.5,"66,546"
27097,4.4,"63,671"
27099,2.5,"60,831"
27101,3.3,"72,302"
27103,2.0,"73,386"
27105,2.3,"58,596"
27107,3.6,"60,560"
27109,2.2,"83,656"
27111,3.0,"63,741"
27113,3.3,"64,778"
27115,4.4,"62,206"
27117,2.5,"58,379"
27119,3.0,"61,629"
27121,2.4,"70,662"
27123,2.7,"70,485"
27125,3.8,"57,208"
27127,2.6,"61,480"
27129,3.6,"63,768"
27131,2.6,"71,490"
27133,1.7,"67,389"
27135,2.6,"69,341"
27137,3.3,"64,321"
27139,2.3,"108,730"
27141,2.9,"92,205"
27143,3.2,"73,913"
27145,2.7,"67,213"
27147,2.8,"70,093"
27149,2.2,"64,585"
27151,3.0,"59,516"
27153,3.2,"58,012"
27155,2.5,"60,270"
27157,2.6,"68,843"
27159,4.1,"55,215"
27161,3.5,"69,110"
27163,2.3,"105,251"
27165,2.5,"65,099"
27167,2.2,"65,514"
27169,2.2,"63,878"
27171,2.6,"99,744"
27173,2.8,"64,247"
28000,3.9,"48,871"
28001,5.2,"40,007"
28003,3.6,"46,712"
28005,5.2,"41,927"
28007,4.3,"40,592"
28009,4.9,"41,019"
28011,4.8,"35,599"
28013,4.1,"38,073"
28015,4.5,"46,012"
28017,4.5,"40,762"
28019,3.7,"43,567"
28021,8.2,"33,163"
28023,4.7,"43,774"
28025,4.1,"40,257"
28027,5.6,"31,234"
28029,4.4,"43,471"
28031,3.5,"43,796"
28033,3.2,"72,890"
28035,3.8,"45,326"
28037,5.4,"43,579"
28039,5.0,"54,560"
28041,5.8,"45,013"
28043,3.7,"39,562"
28045,4.1,"54,207"
28047,3.8,"54,090"
28049,3.9,"42,092"
28051,6.6,"28,236"
28053,7.6,"30,555"
28055,7.3,"29,050"
28057,3.4,"51,454"
28059,4.3,"57,664"
28061,5.0,"43,527"
28063,13.0,"32,234"
28065,5.0,"34,876"
28067,4.1,"44,670"
28069,5.9,"37,262"
28071,3.2,"52,428"
28073,3.1,"65,261"
28075,4.1,"44,492"
28077,4.7,"45,844"
28079,4.1,"42,938"
28081,3.3,"57,597"
28083,5.4,"31,091"
28085,3.7,"45,609"
28087,4.1,"49,086"
28089,3.1,"77,665"
28091,3.8,"40,017"
28093,4.1,"40,650"
28095,4.0,"47,768"
28097,4.3,"40,442"
28099,4.4,"44,008"
28101,4.3,"45,278"
28103,6.0,"34,467"
28105,4.1,"43,226"
28107,4.7,"42,287"
28109,3.9,"51,023"
28111,4.8,"45,758"
28113,4.8,"39,063"
28115,3.5,"50,133"
28117,3.3,"49,750"
28119,5.6,"31,877"
28121,2.9,"71,478"
28123,3.5,"41,496"
28125,5.9,"32,650"
28127,3.8,"43,757"
28129,3.7,"48,335"
28131,4.2,"51,353"
28133,5.8,"34,017"
28135,4.2,"35,671"
28137,3.9,"54,882"
28139,3.4,"49,254"
28141,3.7,"47,839"
28143,4.5,"37,886"
28145,2.9,"51,678"
28147,4.9,"37,080"
28149,4.2,"50,060"
28151,5.8,"38,040"
28153,4.9,"38,380"
28155,3.9,"49,335"
28157,6.4,"33,777"
28159,4.4,"48,427"
28161,4.1,"42,995"
28163,4.5,"37,119"
29000,2.5,"61,815"
29001,3.0,"47,619"
29003,2.1,"63,665"
29005,2.4,"54,708"
29007,3.0,"55,262"
29009,2.7,"47,532"
29011,2.3,"46,554"
29013,2.7,"54,634"
29015,3.6,"51,574"
29017,2.6,"54,291"
29019,2.0,"62,805"
29021,2.4,"51,811"
29023,2.9,"43,640"
29025,2.8,"52,861"
29027,2.3,"64,333"
29029,3.1,"54,637"
29031,2.2,"60,997"
29033,2.6,"59,257"
29035,3.6,"39,423"
29037,2.4,"79,949"
29039,2.7,"43,563"
29041,2.1,"56,898"
29043,2.0,"70,623"
29045,3.2,"50,390"
29047,2.5,"75,129"
29049,2.8,"64,823"
29051,2.0,"63,972"
29053,2.4,"56,824"
29055,2.8,"49,511"
29057,2.2,"43,303"
29059,2.7,"46,189"
29061,2.4,"56,786"
29063,2.6,"54,112"
29065,3.1,"45,530"
29067,2.7,"41,505"
29069,4.0,"42,932"
29071,2.3,"68,162"
29073,2.3,"56,626"
29075,2.1,"49,726"
29077,2.0,"53,391"
29079,2.6,"49,560"
29081,2.4,"47,536"
29083,2.6,"48,263"
29085,2.7,"40,224"
29087,1.9,"54,322"
29089,2.4,"55,699"
29091,2.9,"45,132"
29093,4.0,"44,817"
29095,2.9,"63,282"
29097,2.3,"51,936"
29099,2.4,"68,959"
29101,2.6,"59,146"
29103,2.6,"45,464"
29105,2.5,"46,405"
29107,2.6,"68,142"
29109,2.4,"51,385"
29111,2.3,"47,136"
29113,2.6,"76,182"
29115,2.9,"49,490"
29117,2.0,"51,789"
29119,2.4,"41,784"
29121,2.5,"49,295"
29123,2.9,"46,428"
29125,2.5,"52,560"
29127,2.4,"54,542"
29129,2.4,"49,815"
29131,2.5,"47,185"
29133,3.2,"38,559"
29135,2.3,"56,419"
29137,2.7,"52,079"
29139,2.4,"52,818"
29141,3.0,"50,410"
29143,3.0,"39,778"
29145,2.4,"58,832"
29147,2.2,"49,751"
29149,3.1,"37,898"
29151,1.9,"67,603"
29153,3.7,"41,194"
29155,3.8,"36,828"
29157,2.1,"56,788"
29159,2.6,"49,333"
29161,2.5,"49,346"
29163,2.5,"51,699"
29165,2.2,"86,720"
29167,2.4,"53,856"
29169,2.9,"58,046"
29171,2.3,"46,774"
29173,2.3,"61,239"
29175,2.6,"48,560"
29177,3.3,"68,609"
29179,2.9,"42,611"
29181,3.2,"37,865"
29183,2.1,"92,029"
29185,2.9,"41,754"
29186,2.3,"63,729"
29187,3.3,"48,557"
29189,2.4,"72,507"
29195,2.5,"51,994"
29197,3.0,"49,163"
29199,2.1,"48,665"
29201,2.4,"49,257"
29203,3.6,"36,683"
29205,2.3,"50,838"
29207,2.9,"46,818"
29209,3.8,"53,039"
29211,2.8,"46,864"
29213,4.0,"47,210"
29215,3.0,"41,483"
29217,2.5,"48,273"
29219,2.5,"71,073"
29221,3.2,"44,063"
29223,3.6,"41,271"
29225,2.2,"59,303"
29227,1.9,"45,477"
29229,2.7,"41,748"
29510,3.1,"49,246"
30000,2.6,"63,357"
30001,2.3,"53,776"
30003,4.4,"47,179"
30005,3.1,"46,335"
30007,3.4,"66,307"
30009,2.6,"62,841"
30011,2.1,"52,116"
30013,2.6,"57,085"
30015,2.3,"51,113"
30017,2.4,"54,913"
30019,1.9,"52,852"
30021,2.3,"70,252"
30023,2.5,"45,725"
30025,1.6,"63,793"
30027,2.8,"54,823"
30029,3.1,"65,835"
30031,1.9,"78,910"
30033,2.9,"49,898"
30035,5.0,"44,777"
30037,3.2,"43,820"
30039,3.8,"52,984"
30041,2.5,"54,377"
30043,2.5,"68,128"
30045,2.4,"51,392"
30047,3.0,"50,978"
30049,2.4,"67,702"
30051,2.3,"49,277"
30053,4.8,"48,156"
30055,1.8,"51,881"
30057,2.2,"62,516"
30059,2.3,"45,391"
30061,5.1,"50,327"
30063,2.6,"65,682"
30065,2.9,"54,003"
30067,2.7,"59,113"
30069,3.0,"48,141"
30071,3.7,"53,626"
30073,2.6,"47,900"
30075,2.2,"52,298"
30077,2.6,"47,687"
30079,3.0,"46,328"
30081,2.8,"60,030"
30083,2.6,"63,148"
30085,3.5,"47,266"
30087,3.4,"61,331"
30089,4.3,"50,270"
30091,1.9,"56,095"
30093,2.9,"52,495"
30095,2.2,"75,820"
30097,2.0,"61,454"
30099,2.7,"59,787"
30101,2.0,"49,297"
30103,2.0,"58,275"
30105,2.5,"55,338"
30107,3.7,"42,431"
30109,2.4,"51,924"
30111,2.4,"69,182"
31000,2.3,"66,949"
31001,2.2,"57,136"
31003,1.9,"57,413"
31005,2.1,"58,677"
31007,3.1,"59,863"
31009,4.0,"53,541"
31011,1.8,"64,705"
31013,2.4,"65,493"
31015,2.3,"51,107"
31017,2.6,"52,738"
31019,2.0,"65,721"
31021,2.4,"61,317"
31023,1.8,"66,416"
31025,2.5,"77,771"
31027,1.9,"64,037"
31029,1.8,"59,492"
31031,1.8,"53,533"
31033,2.5,"54,772"
31035,2.4,"64,315"
31037,2.0,"69,498"
31039,1.9,"66,165"
31041,1.7,"56,531"
31043,2.8,"64,231"
31045,2.1,"50,905"
31047,2.5,"61,817"
31049,2.4,"51,583"
31051,2.2,"64,943"
31053,2.2,"59,872"
31055,2.7,"69,475"
31057,1.6,"52,916"
31059,1.9,"65,739"
31061,2.3,"54,192"
31063,2.2,"53,735"
31065,2.0,"54,308"
31067,2.6,"56,261"
31069,2.0,"53,240"
31071,2.1,"51,055"
31073,2.0,"67,263"
31075,1.7,"64,244"
31077,2.1,"53,225"
31079,2.4,"60,751"
31081,2.1,"73,024"
31083,1.9,"58,928"
31085,1.7,"57,060"
31087,2.4,"50,300"
31089,1.9,"61,415"
31091,2.7,"52,254"
31093,2.1,"70,906"
31095,1.9,"57,098"
31097,2.9,"50,886"
31099,1.9,"72,694"
31101,1.9,"53,637"
31103,2.2,"49,421"
31105,1.9,"52,460"
31107,2.3,"54,189"
31109,2.2,"65,436"
31111,2.2,"61,702"
31113,2.2,"61,004"
31115,2.7,"53,369"
31117,1.8,"54,138"
31119,2.1,"61,263"
31121,2.0,"64,309"
31123,2.1,"52,933"
31125,2.1,"56,880"
31127,2.4,"56,658"
31129,2.2,"59,602"
31131,2.3,"67,595"
31133,2.2,"50,501"
31135,1.7,"61,156"
31137,2.0,"66,986"
31139,2.0,"64,607"
31141,2.1,"70,177"
31143,2.0,"69,503"
31145,2.0,"63,958"
31147,2.1,"54,044"
31149,1.7,"53,120"
31151,2.6,"63,187"
31153,2.3,"88,913"
31155,2.1,"78,689"
31157,2.6,"53,206"
31159,2.2,"75,305"
31161,2.0,"47,543"
31163,2.3,"54,771"
31165,1.9,"46,834"
31167,2.0,"71,709"
31169,1.9,"56,626"
31171,2.6,"53,019"
31173,3.4,"52,202"
31175,2.2,"52,336"
31177,2.2,"100,572"
31179,2.2,"59,787"
31181,2.5,"58,161"
31183,1.6,"50,850"
31185,2.1,"64,531"
32000,5.4,"66,194"
32001,3.6,"67,716"
32003,6.0,"63,735"
32005,4.0,"74,053"
32007,3.2,"81,466"
32009,3.7,"53,509"
32011,2.9,"80,084"
32013,3.3,"77,018"
32015,3.4,"85,773"
32017,3.9,"64,304"
32019,4.9,"71,547"
32021,4.1,"53,515"
32023,5.7,"59,282"
32027,3.6,"52,412"
32029,4.0,"79,281"
32031,3.5,"76,123"
32033,3.1,"63,070"
32510,4.0,"64,869"
33000,2.5,"88,268"
33001,2.5,"75,781"
33003,2.6,"66,874"
33005,2.7,"67,883"
33007,3.3,"53,602"
33009,2.3,"77,378"
33011,2.6,"90,806"
33013,2.3,"80,842"
33015,2.6,"104,281"
33017,2.3,"91,928"
33019,2.4,"64,919"
34000,3.7,"89,227"
34001,5.1,"65,693"
34003,3.4,"104,777"
34005,3.3,"94,043"
34007,4.0,"77,675"
34009,6.5,"74,896"
34011,5.1,"58,030"
34013,4.5,"66,191"
34015,3.7,"93,783"
34017,3.6,"79,159"
34019,2.9,"122,095"
34021,3.2,"86,499"
34023,3.3,"98,992"
34025,3.3,"107,500"
34027,3.0,"122,525"
34029,3.7,"75,732"
34031,4.6,"74,016"
34033,4.6,"69,844"
34035,3.1,"123,708"
34037,3.7,"99,695"
34039,3.9,"85,926"
34041,3.5,"82,900"
35000,4.0,"54,304"
35001,3.6,"59,723"
35003,5.1,"40,273"
35005,4.2,"45,098"
35006,5.5,"42,862"
35007,3.9,"42,787"
35009,3.2,"50,322"
35011,3.4,"40,181"
35013,4.4,"46,619"
35015,3.3,"66,191"
35017,4.1,"46,503"
35019,5.6,"37,534"
35021,3.5,"44,080"
35023,3.4,"40,226"
35025,4.4,"51,749"
35027,4.0,"50,472"
35028,2.2,"134,050"
35029,9.9,"35,040"
35031,5.7,"40,149"
35033,5.5,"41,734"
35035,4.1,"49,845"
35037,4.3,"35,776"
35039,4.3,"47,042"
35041,3.8,"46,977"
35043,3.8,"72,545"
35045,4.6,"49,977"
35047,4.9,"43,564"
35049,3.6,"67,311"
35051,5.9,"37,660"
35053,4.3,"38,817"
35055,4.9,"45,626"
35057,5.4,"45,684"
35059,2.9,"41,518"
35061,4.3,"50,510"
36000,4.3,"74,230"
36001,3.0,"74,512"
36003,4.0,"55,320"
36005,7.8,"43,143"
36007,3.8,"55,729"
36009,4.0,"54,602"
36011,3.4,"62,839"
36013,3.9,"48,102"
36015,3.7,"59,155"
36017,3.3,"58,177"
36019,3.3,"60,094"
36021,2.7,"69,403"
36023,3.8,"62,292"
36025,3.7,"53,385"
36027,3.1,"87,370"
36029,3.6,"63,014"
36031,3.6,"62,884"
36033,3.6,"54,960"
36035,3.9,"56,169"
36037,3.1,"62,785"
36039,3.5,"61,375"
36041,4.3,"57,427"
36043,3.9,"59,366"
36045,4.0,"59,430"
36047,5.9,"66,943"
36049,4.0,"59,978"
36051,3.3,"65,221"
36053,3.4,"66,419"
36055,3.4,"66,003"
36057,4.0,"55,523"
36059,2.9,"125,118"
36061,4.6,"84,371"
36063,3.8,"61,068"
36065,3.5,"59,804"
36067,3.3,"65,548"
36069,3.1,"76,137"
36071,3.2,"88,494"
36073,3.8,"56,140"
36075,4.0,"59,394"
36077,3.4,"61,664"
36079,2.9,"107,014"
36081,5.2,"72,807"
36083,3.1,"74,106"
36085,5.5,"84,744"
36087,2.8,"98,054"
36089,4.1,"55,531"
36091,2.7,"87,154"
36093,3.3,"72,357"
36095,3.6,"67,080"
36097,3.7,"57,706"
36099,3.2,"60,985"
36101,3.6,"57,584"
36103,3.1,"112,681"
36105,3.3,"57,017"
36107,3.2,"64,052"
36109,2.8,"65,402"
36111,3.2,"77,427"
36113,3.4,"69,314"
36115,3.2,"61,633"
36117,3.2,"65,299"
36119,3.1,"109,131"
36121,3.5,"66,261"
36123,2.9,"63,619"
37000,3.7,"61,997"
37001,3.7,"58,847"
37003,3.2,"52,989"
37005,3.9,"45,239"
37007,4.4,"40,773"
37009,3.4,"45,551"
37011,3.3,"48,470"
37013,3.9,"50,312"
37015,4.9,"41,280"
37017,4.3,"42,398"
37019,4.7,"67,286"
37021,3.0,"63,838"
37023,3.4,"53,758"
37025,3.4,"79,148"
37027,3.6,"44,705"
37029,3.8,"79,162"
37031,3.5,"63,146"
37033,4.0,"50,879"
37035,3.4,"59,841"
37037,3.1,"82,764"
37039,4.0,"44,211"
37041,4.0,"48,568"
37043,4.0,"51,537"
37045,3.8,"49,009"
37047,4.2,"41,206"
37049,3.7,"57,628"
37051,5.1,"52,463"
37053,3.5,"82,759"
37055,4.3,"68,682"
37057,3.5,"53,473"
37059,3.4,"67,224"
37061,3.7,"45,149"
37063,3.2,"71,436"
37065,6.5,"41,157"
37067,3.7,"60,228"
37069,3.6,"63,687"
37071,3.7,"56,017"
37073,3.5,"59,762"
37075,5.4,"43,647"
37077,3.2,"62,715"
37079,3.2,"42,884"
37081,4.1,"60,915"
37083,5.5,"38,944"
37085,4.1,"61,701"
37087,3.2,"51,817"
37089,3.2,"60,384"
37091,5.1,"40,461"
37093,4.9,"54,948"
37095,5.6,"44,880"
37097,3.4,"69,734"
37099,3.8,"50,652"
37101,3.3,"69,889"
37103,3.4,"47,616"
37105,4.2,"56,679"
37107,3.7,"44,244"
37109,3.1,"73,319"
37111,3.5,"50,476"
37113,3.5,"49,406"
37115,3.4,"51,849"
37117,4.4,"43,261"
37119,3.5,"75,138"
37121,4.2,"49,086"
37123,3.7,"52,897"
37125,3.7,"69,373"
37127,5.0,"55,956"
37129,3.3,"66,212"
37131,4.9,"40,524"
37133,4.3,"55,645"
37135,3.0,"79,814"
37137,3.6,"53,732"
37139,4.5,"51,365"
37141,3.5,"69,555"
37143,4.5,"53,760"
37145,3.8,"55,287"
37147,4.1,"48,116"
37149,3.8,"58,064"
37151,3.6,"57,088"
37153,5.0,"42,158"
37155,5.5,"38,613"
37157,4.1,"46,868"
37159,3.6,"56,441"
37161,4.7,"44,477"
37163,3.7,"48,267"
37165,6.4,"44,060"
37167,3.3,"57,465"
37169,3.3,"57,763"
37171,3.4,"51,820"
37173,3.2,"47,838"
37175,3.4,"61,737"
37177,5.2,"39,970"
37179,3.1,"87,553"
37181,5.8,"45,557"
37183,3.1,"91,558"
37185,6.3,"44,794"
37187,5.1,"42,582"
37189,3.2,"55,183"
37191,4.0,"49,955"
37193,3.8,"47,891"
37195,5.1,"48,777"
37197,3.3,"56,547"
37199,3.6,"46,299"
38000,2.1,"67,603"
38001,2.2,"56,364"
38003,2.2,"61,111"
38005,2.9,"47,080"
38007,2.0,"77,375"
38009,3.0,"67,400"
38011,1.7,"68,253"
38013,2.0,"71,492"
38015,1.9,"71,980"
38017,1.8,"66,351"
38019,2.4,"65,006"
38021,1.7,"55,270"
38023,1.3,"64,646"
38025,1.3,"75,713"
38027,2.9,"57,277"
38029,4.3,"55,883"
38031,2.1,"69,364"
38033,1.6,"63,973"
38035,1.9,"64,804"
38037,2.0,"48,544"
38039,2.2,"59,520"
38041,1.7,"54,282"
38043,3.9,"55,020"
38045,1.9,"65,932"
38047,2.2,"51,318"
38049,3.2,"64,262"
38051,2.1,"54,211"
38053,1.9,"86,294"
38055,3.1,"68,419"
38057,3.3,"78,823"
38059,2.5,"71,415"
38061,1.5,"71,941"
38063,2.9,"62,095"
38065,3.3,"72,965"
38067,3.4,"63,809"
38069,2.6,"55,747"
38071,2.3,"63,973"
38073,1.7,"71,594"
38075,2.0,"66,937"
38077,1.9,"65,184"
38079,6.6,"47,394"
38081,1.7,"69,666"
38083,2.6,"49,374"
38085,2.6,"40,307"
38087,2.6,"57,922"
38089,1.9,"73,453"
38091,2.0,"77,013"
38093,2.0,"63,871"
38095,2.4,"66,452"
38097,2.0,"72,320"
38099,3.1,"61,472"
38101,2.3,"69,957"
38103,3.1,"63,665"
38105,2.3,"77,051"
39000,4.0,"62,286"
39001,5.4,"47,001"
39003,4.2,"52,518"
39005,3.8,"59,117"
39007,4.4,"48,916"
39009,4.8,"49,023"
39011,3.1,"64,942"
39013,5.2,"50,602"
39015,4.5,"58,990"
39017,3.5,"72,859"
39019,4.3,"56,287"
39021,3.7,"64,876"
39023,4.1,"59,077"
39025,3.6,"70,789"
39027,4.4,"62,999"
39029,4.6,"51,019"
39031,4.9,"50,135"
39033,4.8,"50,656"
39035,4.9,"55,250"
39037,3.5,"59,456"
39039,3.9,"66,697"
39041,3.0,"118,661"
39043,4.9,"59,226"
39045,3.5,"80,245"
39047,3.9,"58,020"
39049,3.4,"66,056"
39051,4.0,"68,985"
39053,4.7,"49,575"
39055,4.0,"91,701"
39057,3.6,"79,035"
39059,4.9,"50,599"
39061,3.6,"64,087"
39063,3.3,"65,866"
39065,4.2,"53,940"
39067,4.9,"50,691"
39069,4.5,"69,634"
39071,4.9,"56,772"
39073,4.1,"55,814"
39075,2.8,"70,027"
39077,5.1,"62,153"
39079,5.0,"48,745"
39081,5.4,"50,442"
39083,3.5,"61,642"
39085,4.3,"74,208"
39087,4.6,"49,916"
39089,3.4,"72,936"
39091,3.5,"65,499"
39093,5.1,"63,348"
39095,4.4,"53,379"
39097,3.2,"71,958"
39099,4.8,"50,216"
39101,4.4,"53,172"
39103,4.0,"86,880"
39105,5.8,"45,935"
39107,2.7,"67,958"
39109,3.6,"65,537"
39111,6.4,"53,036"
39113,4.1,"56,636"
39115,5.3,"46,327"
39117,3.9,"62,516"
39119,4.3,"52,806"
39121,6.0,"50,109"
39123,5.2,"71,409"
39125,3.5,"60,274"
39127,4.4,"63,329"
39129,3.7,"72,652"
39131,5.1,"49,357"
