county,total,white,black,native,asian,other
19167,35815,90.448,0.503,0.285,0.441,8.323
19169,98573,83.846,2.367,0.264,7.283,6.24
19171,17017,83.058,1.04,7.451,0.611,7.839
19173,5916,90.94,0.118,0.287,0,8.654
19175,12107,94.937,0.388,0.008,0.628,4.039
19177,7207,96.878,0.416,0.028,0.638,2.04
19179,35292,85.759,3.21,0.249,1.524,9.257
19181,52709,94.028,0.751,0.112,0.738,4.371
19183,22534,91.83,0.404,0,0.404,7.362
19185,6484,95.096,0.293,0,0.062,4.55
19187,36986,87.528,3.396,0.26,1.173,7.643
19189,10704,92.498,0.813,0.159,3.074,3.457
19191,20050,95.586,0.813,0.269,0.658,2.673
19193,105526,76.838,4.256,1.796,2.346,14.764
19195,7417,95.402,1.038,0.054,0.364,3.141
19197,12897,89.191,0.163,0.155,0.217,10.274
20001,12554,91.126,1.744,0.781,0.789,5.56
20003,7799,94.486,0.987,0.859,0.051,3.616
20005,16309,87.792,3.691,0.166,0.491,7.861
20007,4081,93.335,0.221,2.426,0.784,3.235
20009,25477,86.082,1.087,0.742,0.361,11.728
20011,14405,90.413,2.867,0.049,0.437,6.234
20013,9486,82.88,0.928,7.98,0.474,7.738
20015,67618,88.979,2.569,0.739,1.368,6.344
20017,2570,90.934,0.506,0.545,0.078,7.938
20019,3389,83.948,0.915,5.37,0.413,9.354
20021,19380,88.813,0.872,2.363,0.273,7.678
20023,2619,90.76,0.038,1.222,0,7.98
20025,1977,87.051,0,2.428,0.91,9.611
20027,8088,95.227,1.855,0.668,0.396,1.855
20029,9008,93.484,0.866,0.455,0,5.195
20031,8334,94.336,0.48,0.132,0.552,4.5
20033,1825,97.644,0.164,0,0,2.192
20035,34661,83.792,2.071,1.353,1.786,10.998
20037,39012,90.131,2.099,0.464,1.733,5.573
20039,2771,95.02,1.047,0.938,0.144,2.851
20041,18492,91.97,1.195,0.416,0.698,5.721
20043,7501,91.055,4.813,0.16,0.107,3.866
20045,119094,79.71,4.283,1.688,4.931,9.388
20047,2849,87.855,0.351,0.983,0.491,10.319
20049,2453,92.417,0.082,0.775,0.448,6.278
20051,28921,90.633,1.317,0.138,1.563,6.348
20053,6374,87.873,3.216,1.239,0.345,7.327
20055,38187,61.594,4.457,0.484,4.3,29.164
20057,34212,66.649,2.482,0.757,1.368,28.744
20059,25968,91.828,0.643,0.374,0.508,6.647
20061,36247,61.798,17.083,0.618,3.153,17.348
20063,2758,95.178,0.761,0,1.088,2.973
20065,2430,90.823,4.239,0,1.317,3.621
20067,7336,76.799,0.123,2.399,0.409,20.27
20069,5719,92.481,0,0.052,0.21,7.257
20071,1279,83.815,0.156,3.206,0,12.823
20073,6001,93.084,0.5,1.533,0.333,4.549
20075,2520,81.548,0,0,0,18.452
20077,5457,91.076,0.147,0.66,0.202,7.916
20079,33959,85.27,1.602,0.954,1.004,11.169
20081,3735,75.797,0.348,0.91,0,22.945
20083,1770,96.893,0.113,0.113,0,2.881
20085,13274,85.001,1.047,6.321,0.211,7.421
20087,18387,93.8,0.745,0.544,0.239,4.672
20089,2929,93.274,1.127,0.239,0.273,5.087
20091,610742,81.99,4.845,0.211,5.371,7.583
20093,3964,81.761,2.952,0.151,0.58,14.556
20095,7369,93.798,0.258,0.326,0.014,5.605
20097,2445,91.207,0.736,0.573,2.536,4.949
20099,20096,86.739,4.056,0.791,0.06,8.355
20101,1528,90.838,0.458,0.327,2.618,5.759
20103,82050,80.68,7.497,0.458,1.287,10.078
20105,2929,95.391,0.171,0.068,0,4.37
20107,9696,93.585,0.959,0.196,0.588,4.672
20109,2752,93.496,0,1.49,0.545,4.469
20111,32182,79.79,1.793,0.525,1.895,15.997
20113,30085,93.794,1.795,0.086,0.715,3.61
20115,11867,94.025,1.095,0.573,0.581,3.725
20117,10014,94.198,0.739,0.22,0.679,4.164
20119,4019,82.782,0.921,0.348,0.796,15.153
20121,34312,92.711,1.157,0.656,0.516,4.96
20123,5829,93.515,0.206,0.309,0.618,5.353
20125,31448,80.819,4.894,3.015,0.569,10.703
20127,5385,93.575,0.167,0,0.557,5.701
20129,2688,82.961,0.93,0,1.376,14.732
20131,10219,95.322,0.47,0.538,0.157,3.513
20133,15826,92.323,1.213,0.126,0.556,5.782
20135,2677,83.041,0.299,0.112,0.149,16.399
20137,5431,90.149,2.872,0.663,0.516,5.8
20139,15787,94.286,0.367,0.228,0.139,4.979
20141,3493,94.131,0.487,0.229,0.315,4.838
20143,5768,94.678,0.745,0.433,0.069,4.074
20145,6288,87.898,5.693,1.32,0,5.089
20147,4960,94.012,1.27,1.23,0.423,3.065
20149,25482,91.798,1.719,0.318,0.432,5.733
20151,9175,89.995,2.245,1.057,0.185,6.518
20153,2544,92.846,0.55,0.629,0.432,5.542
20155,61881,87.983,2.112,0.918,0.651,8.335
20157,4686,96.137,1.238,0.107,0.277,2.241
20159,9441,85.436,2.002,0.625,0.434,11.503
20161,72105,79.465,6.367,0.792,4.431,8.945
20163,4925,94.822,1.746,0.447,0.305,2.68
20165,2939,91.017,0.544,0.374,0.544,7.52
20167,6702,90.436,0.821,0.373,0.149,8.221
20169,54160,87.227,3.133,0.266,2.031,7.343
20171,5128,84.672,0,0,0.527,14.801
20173,522700,72.936,8.048,0.912,4.262,13.841
20175,21942,46.199,2.958,1.085,2.384,47.375
20177,178625,77.84,8.025,0.602,1.471,12.062
20179,2450,92.204,0.122,0.408,0,7.265
20181,5940,88.047,1.902,0.168,0.034,9.848
20183,3561,95.31,0.59,0.225,0.337,3.538
20185,4054,89.936,0.271,1.283,0.123,8.387
20187,2060,86.311,0,0,0.049,13.641
20189,5275,73.763,0.379,0.038,0,25.82
20191,22517,90.882,0.999,2.447,0.604,5.067
20193,7907,93.854,0.911,0.202,0.304,4.73
20195,2798,97.462,0.071,0.107,0.393,1.966
20197,6922,92.82,1.011,0.578,0.708,4.883
20199,1489,91.471,0.672,0.604,0.604,6.649
20201,5529,94.429,0.181,0.307,0.742,4.341
20203,2131,79.54,0.704,0.61,0,19.146
20205,8667,94.069,0.208,0.427,0.023,5.273
20207,3134,92.789,0.064,0.542,0,6.605
20209,167989,50.233,20.524,1.103,5.275,22.865
21001,18887,92.36,1.625,0.016,0.387,5.612
21003,20773,95.826,0.804,0.048,0.048,3.273
21005,23839,93.821,3.054,0,0.117,3.008
21007,7742,92.508,3.888,0.168,0.517,2.919
21009,44511,89.726,3.494,0.418,0.822,5.54
21011,12739,95.533,1.696,0.071,0.133,2.567
21013,24248,94.428,1.934,0.202,0.115,3.32
21015,136150,87.58,3.591,0.192,2.318,6.32
21017,20228,86.311,4.949,0.395,0.119,8.226
21019,48242,93.037,2.042,0.031,0.33,4.56
21021,30613,85.653,8.153,0.023,0.768,5.403
21023,8420,96.081,1.366,1.591,0.166,0.796
21025,13580,96.156,1.031,0.169,0.751,1.892
21027,20528,94.676,1.686,0,0,3.639
21029,82482,92.948,1.22,0.038,0.657,5.138
21031,12365,95.989,0.518,0.073,0.671,2.75
21033,12635,90.368,5.991,0,0,3.641
21035,37345,90.031,3.486,0.252,1.596,4.635
21037,93122,92.313,2.635,0.042,0.979,4.03
21039,4782,93.706,1.213,0.251,0.544,4.287
21041,10842,88.148,3.265,0,0,8.587
21043,26671,95.677,0.42,0.112,0.112,3.678
21045,15942,95.521,0.916,0.188,0.289,3.086
21047,72766,68.36,20.199,0.253,1.242,9.946
21049,36897,91.135,3.854,0.081,0.629,4.301
21051,20322,92.196,4.193,0.03,0.054,3.528
21053,9295,94.976,0.151,0,1.388,3.486
21055,8979,95.734,0.713,0.59,0.278,2.684
21057,5974,93.103,2.712,0.251,0.82,3.113
21059,102916,87.69,4.755,0.125,2.066,5.364
21061,12179,95.418,0.788,0.123,0,3.67
21063,7378,95.961,2.887,0,0,1.152
21065,14138,96.188,0.141,0.035,0.729,2.907
21067,321276,71.809,14.704,0.182,4.124,9.182
21069,15111,95.196,0.874,0.152,0.523,3.256
21071,35780,96.431,0.844,0.011,0.369,2.345
21073,51475,82.026,8.723,0.06,1.712,7.479
21075,6480,71.003,23.627,0.432,0,4.938
21077,8720,88.303,2.706,0,0.069,8.922
21079,17175,92.792,2.346,0.233,0,4.629
21081,25085,92.816,0.877,0.024,0.14,6.143
21083,36701,86.995,4.038,0.253,0.406,8.308
21085,26465,95.617,0.51,0.038,0.333,3.503
21087,11198,94.749,1.795,0.777,0.098,2.581
21089,35853,95.727,0.934,0.059,0.664,2.616
21091,9058,95.131,0.894,0.044,0.11,3.82
21093,111005,77.343,11.851,0.217,1.961,8.628
21095,26589,94.637,2.061,0.015,0.459,2.828
21097,18803,94.15,2.069,0.005,0,3.776
21099,19345,91.497,4.228,0.134,0.527,3.613
21101,44770,86.531,7.203,0.176,0.299,5.79
21103,15731,91.247,2.377,0.006,0.534,5.836
21105,4491,86.373,9.397,0.134,0.045,4.053
21107,45223,88.625,6.065,0.643,0.595,4.071
21109,13002,97.385,0.215,0.246,0.077,2.077
21111,779232,67.53,22.012,0.089,2.982,7.387
21113,53381,89.168,4.311,0.06,1.349,5.112
21115,22631,96.492,0.455,0.053,1.189,1.812
21117,169066,88.384,4.378,0.138,1.291,5.809
21119,14282,96.625,1.078,0.245,0.147,1.904
21121,30207,95.915,0.745,0.142,0.086,3.112
21123,14902,91.558,3.073,0.027,0.161,5.181
21125,62442,96.331,0.65,0.088,0.266,2.665
21127,16228,97.8,0.222,0.006,0.407,1.565
21129,7338,94.045,2.031,0.191,0.136,3.598
21131,10468,97.096,0.42,0,0.248,2.235
21133,21490,97.487,0.656,0.037,0.2,1.619
21135,13063,97.091,0.031,0,0.184,2.695
21137,24320,93.824,1.797,0,0.267,4.112
21139,8980,95.991,0.59,0,0.033,3.385
21141,27498,90.148,5.855,0.04,0.44,3.517
21143,8721,90.081,6.456,0.527,0.711,2.225
21145,67573,83.26,10.473,0.226,0.974,5.067
21147,16892,90.262,6.926,0.071,0.225,2.516
21149,9173,95.956,0.992,0.294,0.403,2.355
21151,92955,89.996,3.913,0.318,0.892,4.881
21153,11647,97.914,0.034,0.24,0.412,1.4
21155,19627,88.959,6.883,0.199,0.627,3.332
21157,31706,96.682,0.691,0.271,0.23,2.126
21159,11298,89.14,6.541,0.841,0.089,3.39
21161,17068,88.048,6.773,0.504,0.557,4.119
21163,29964,90.736,3.731,0.11,0.854,4.569
21165,6174,98.413,0.194,0,0,1.393
21167,22662,91.832,3.486,0.26,0.185,4.236
21169,10313,95.026,1.901,0.281,0.068,2.725
21171,11331,94.59,2.603,0.274,0.212,2.321
21173,28188,93.217,2.693,0.539,0.419,3.133
21175,13840,92.225,4.068,0.166,0.961,2.579
21177,30735,93.008,2.349,0.211,1.142,3.289
21179,46779,91.084,4.778,0.109,0.524,3.506
21181,7613,95.823,0.722,0,0,3.455
21183,23782,94.319,0.976,0.341,0.147,4.217
21185,67997,88.88,3.915,0.154,1.675,5.375
21187,11229,94.292,1.042,0.027,0.151,4.488
21189,4054,91.391,1.332,0,0.148,7.129
21191,14638,94.262,0.615,0.02,0.389,4.714
21193,28136,94.505,0.956,0.171,0.75,3.618
21195,58196,96.211,0.777,0.077,0.526,2.409
21197,13089,94.652,0.267,0.176,0,4.905
21199,65145,95.446,0.912,0.204,0.843,2.596
21201,2207,98.006,0.317,0,0,1.676
21203,16171,97.347,0.099,0.056,0.08,2.418
21205,24551,95.414,2.057,0.045,0.815,1.67
21207,18021,93.646,1.077,0,0,5.277
21209,57286,86.943,4.924,0.232,0.983,6.918
21211,48105,83.126,5.18,0.116,1.116,10.46
21213,19574,85.006,9.395,0.061,0.398,5.139
21215,19549,95.207,1.744,0.077,0.44,2.532
21217,26056,91.269,4.36,0.276,0.925,3.17
21219,12281,85.986,8.037,0.033,0.106,5.838
21221,14154,88.01,6.33,0,0.297,5.362
21223,8510,93.608,0.294,0.129,0.646,5.323
21225,13495,88.485,8.774,0,0.356,2.386
21227,135307,79.178,8.778,0.118,4.969,6.958
21229,12025,88.175,5.489,0,0.524,5.813
21231,19666,92.952,0.493,1.363,0.041,5.151
21233,12951,89.9,4.123,0.085,0.046,5.845
21235,36648,96.109,0.898,0.136,0.254,2.603
21237,6573,98.494,0.152,0,0.076,1.278
21239,26886,89.619,3.846,0.108,0.376,6.051
22001,57674,78.424,16.491,0.43,0.165,4.491
22003,22798,74.199,17.773,1.733,0.719,5.575
22005,126973,67.268,22.898,0.24,1.201,8.393
22007,21067,65.676,28.913,0.465,0.418,4.528
22009,39529,65.155,25.617,0.797,0.635,7.797
22011,36553,80.877,11.673,0.164,0.676,6.61
22013,12958,54.53,41.642,0.216,0.046,3.565
22015,128877,66.872,23.872,0.529,2.009,6.717
22017,236259,44.532,49.257,0.292,1.275,4.645
22019,210770,67.975,24.587,0.229,1.477,5.733
22021,9658,77.169,20.263,0,0.072,2.495
22023,5447,91.133,1.102,2.35,0.918,4.498
22025,8895,66.757,31.625,0.112,0.079,1.428
22027,14203,45.617,49.644,0.014,0.134,4.591
22029,18677,57.568,39.23,0.091,0.337,2.773
22031,26821,60.684,34.167,0.563,0.272,4.314
22033,454369,44.696,45.216,0.152,3.104,6.832
22035,7371,27.703,66.952,0.678,0,4.667
22037,19452,54.75,40.078,0.781,0.298,4.092
22039,32335,66.229,25.338,0.303,0.263,7.868
22041,19752,66.727,30.417,0.046,0.223,2.587
22043,22185,79.026,15.172,0.924,0.338,4.539
22045,69958,58.734,31.2,0.17,2.656,7.24
22047,30210,48.246,45.405,0.073,0.036,6.24
22049,15093,67.654,25.687,0.444,0.099,6.115
22051,436171,56.278,26.854,0.426,4.156,12.286
22053,32277,77.56,16.743,0.332,0.006,5.36
22055,243175,65.929,25.7,0.116,1.844,6.41
22057,97220,77.817,13.32,2.105,0.621,6.137
22059,14764,82.403,11.731,0.393,1.883,3.59
22061,48323,54.119,37.446,0.544,1.387,6.504
22063,143425,86.105,7.449,0.313,0.826,5.307
22065,10028,34.294,62.475,0.17,0,3.061
22067,25438,48.302,48.262,0.051,0.515,2.87
22069,37478,51.15,40.741,0.75,0.635,6.724
22071,380408,32.436,57.009,0.215,2.808,7.532
22073,159585,57.46,37.291,0.167,1.162,3.921
22075,23305,64.012,21.219,1.223,4.274,9.273
22077,20652,62.12,33.818,0.194,0.305,3.564
22079,129536,62.072,31.141,0.466,1.187,5.134
22081,7631,57.633,39.038,0,0,3.329
22083,20028,61.264,35.745,0.105,0,2.886
22085,22209,67.009,14.503,5.957,0.347,12.184
22087,44038,64.985,23.841,0.743,2.443,7.989
22089,52191,66.397,23.516,1.006,0.943,8.139
22091,10872,46.413,51.757,0,0.138,1.692
22093,20090,49.467,48.442,0.129,0.025,1.936
22095,41986,32.94,56.247,0.376,0.922,9.515
22097,82574,54.139,40.711,0.128,0.556,4.465
22099,51856,66.01,28.739,0.26,0.951,4.04
22101,49114,57.88,29.633,1.551,1.273,9.663
22103,266168,77.891,12.158,0.771,1.436,7.743
22105,133953,63.488,29.816,0.093,0.712,5.892
22107,4127,41.822,52.532,0,0.824,4.822
22109,108862,67.5,19.092,5.466,1.195,6.747
22111,21049,70.336,24.134,0.138,0.029,5.364
22113,57202,78.798,13.493,0.156,1.794,5.76
22115,48452,74.932,13.415,1.236,1.789,8.627
22117,45514,65.832,30.351,0.253,0.112,3.452
22119,36761,63.314,33.609,0.22,0.253,2.603
22121,27377,55.693,41.235,0,0.471,2.601
22123,9800,81.122,15.398,0.082,0.01,3.388
22125,15358,52.403,44.296,0.599,0.052,2.65
22127,13665,65.598,30.121,0.139,0.249,3.893
23001,111532,89.75,4.36,0.07,1.023,4.797
23003,67237,93.785,0.759,1.594,0.403,3.459
23005,303357,88.983,3.174,0.173,2.168,5.502
23007,29839,95.221,0.402,0.127,0.519,3.73
23009,55851,94.757,0.799,0.449,0.85,3.144
23011,124003,94.057,0.745,0.31,0.904,3.985
23013,40729,94.974,0.385,0.241,0.358,4.041
23015,35466,94.087,0.474,0.46,0.863,4.117
23017,58276,94.452,0.293,0.214,0.472,4.568
23019,152640,92.885,0.985,1.112,0.974,4.044
23021,16936,93.44,0.62,0.154,0.638,5.149
23023,36868,94.602,0.575,0.279,0.656,3.887
23025,50656,95.627,0.464,0.18,0.42,3.309
23027,39772,94.323,0.558,0.249,0.42,4.45
23029,31096,88.728,1.013,4.895,0.415,4.949
23031,212691,92.668,1.031,0.212,1.063,5.026
24001,68161,87.775,7.28,0.139,0.926,3.881
24003,588109,67.399,17.447,0.353,4.032,10.77
24005,850737,55.856,30.092,0.233,6.076,7.742
24009,93244,77.991,12.199,0.157,1.995,7.658
24011,33320,75.105,13.7,1.089,0.459,9.646
24013,173225,88.461,3.745,0.223,2.22,5.351
24015,103876,84.467,6.795,0.105,1.348,7.286
24017,167035,37.642,49.079,0.503,3.198,9.578
24019,32557,62.601,25.623,0.012,1.345,10.419
24021,273829,73.835,10.124,0.238,4.961,10.841
24023,28856,95.98,1.261,0.152,0.416,2.19
24025,261059,75.302,14.201,0.102,2.95,7.445
24027,332011,50.77,20.05,0.19,18.849,10.14
24029,19289,78.19,14.148,0.021,0.969,6.672
24031,1056910,46.638,18.531,0.385,15.297,19.149
24033,957189,13.911,61.146,0.445,4.099,20.4
24035,50316,85.376,5.867,0.052,1.107,7.598
24037,113814,73.597,14.419,0.059,2.494,9.43
24039,24672,52.866,40.062,0.207,0.835,6.031
24041,37663,78.592,12.195,0.515,1.296,7.402
24043,154645,78.678,11.281,0.135,1.741,8.165
24045,103815,62.564,26.055,0.222,2.838,8.322
24047,52827,80.542,12.471,0.038,1.518,5.431
24510,584548,28.424,61.249,0.277,2.574,7.476
25001,229436,87.867,2.84,0.439,1.491,7.363
25003,128763,88.174,2.931,0.164,1.712,7.019
25005,576699,80.411,4.214,0.205,2.319,12.852
25007,20543,82.486,3.14,0.866,1.485,12.024
25009,806103,72.303,4.377,0.207,3.507,19.606
25011,70980,90.511,1.233,0.083,1.884,6.289
25013,464575,70.878,8.867,0.227,2.591,17.437
25015,153931,85.01,2.091,0.095,4.913,7.891
25017,1623109,71.125,5.042,0.17,12.986,10.677
25019,14065,75.037,11.106,0,1.841,12.016
25021,722112,73.108,7.106,0.113,11.921,7.752
25023,529548,79.423,9.062,0.137,1.633,9.745
25025,785443,49.366,19.814,0.371,8.837,21.611
25027,858898,78.153,5.2,0.235,5.112,11.3
26001,10238,94.657,0.43,0.391,0.313,4.21
26003,8866,82.608,7.794,3.192,0.79,5.617
26005,120189,90.185,1.291,0.311,0.762,7.45
26007,28911,94.839,0.771,0.149,0.463,3.777
26009,23662,94.375,0.625,0.473,0.368,4.159
26011,15031,94.565,0.559,0.645,0.16,4.072
26013,8245,73.062,7.75,11.28,0.546,7.362
26015,62581,94.586,0.631,0.307,0.578,3.897
26017,103752,92.097,1.353,0.195,0.51,5.846
26019,18058,92.895,0.764,1.146,0.759,4.436
26021,153938,76.463,14.042,0.481,1.604,7.41
26023,44795,91.189,1.898,0.368,0.48,6.065
26025,134011,78.435,10.043,0.441,2.694,8.387
26027,51604,86.222,4.905,1.192,0.942,6.74
26029,26174,94.067,0.531,0.948,0.416,4.038
26031,25709,91.307,0.797,1.89,0.556,5.449
26033,36670,68.009,5.389,12.91,0.854,12.839
26035,30998,94.677,0.816,0.413,0.329,3.765
26037,79249,90.884,1.735,0.342,1.259,5.779
26039,13197,93.453,0.303,0.205,0.924,5.115
26041,36839,91.485,0.282,1.854,0.195,6.184
26043,25937,94.005,0.825,0.447,0.578,4.145
26045,109072,83.995,7.021,0.377,2.28,6.327
26047,34072,90.658,0.836,2.495,0.293,5.717
26049,405280,73.189,19.559,0.306,0.991,5.955
26051,25461,95.428,0.271,0.259,0.495,3.547
26053,14597,91.567,1.692,2.165,0.555,4.021
26055,95315,93.179,0.735,0.937,0.664,4.484
26057,41534,88.561,5.665,0.212,0.563,4.998
26059,45698,95.033,0.667,0.147,0.348,3.805
26061,37414,91.746,1.149,0.449,2.796,3.86
26063,31461,95.121,0.458,0.159,0.47,3.792
26065,282540,71.53,11.876,0.383,6.358,9.852
26067,66663,88.436,3.966,0.209,0.485,6.905
26069,25319,93.329,0.683,0.995,0.679,4.313
26071,11585,93.656,0.734,1.088,0.613,3.91
26073,64938,86,2.589,3.145,1.515,6.751
26075,160637,84.691,7.851,0.245,0.807,6.407
26077,261426,78.097,10.971,0.309,2.439,8.185
26079,17934,93.783,1.171,0.797,0.585,3.663
26081,657321,75.457,9.656,0.415,3.133,11.34
26083,2088,96.36,0,0.383,0,3.257
26085,12285,82.385,9.915,0.692,0.309,6.699
26087,88687,92.698,1.079,0.272,0.369,5.583
26089,22426,91.113,0.415,3.211,0.602,4.66
26091,99263,90.665,2.18,0.245,0.32,6.59
26093,194302,94.734,0.591,0.282,0.847,3.546
26095,5442,81.239,9.739,3.877,0.184,4.961
26097,10843,72.406,3.827,14.627,0.821,8.319
26099,878453,77.47,12.312,0.205,4.553,5.461
26101,25058,89.241,3.173,1.161,0.423,6.002
26103,66376,91.922,1.595,1.146,0.66,4.676
26105,29178,92.666,1.107,0.487,0.507,5.233
26107,40128,91.303,2.537,0.688,0.959,4.513
26109,23433,93.415,0.512,2.168,0.38,3.525
26111,83503,91.38,1.554,0.38,2.122,4.564
26113,15089,93.558,0.484,0.278,0.424,5.255
26115,154823,91.747,2.146,0.101,0.368,5.638
26117,66901,90.224,3.197,0.272,0.227,6.079
26119,9261,95.087,0.292,0.659,0.238,3.725
26121,175947,78.08,13.101,0.704,0.758,7.357
26123,50130,90.838,0.946,0.487,0.325,7.405
26125,1272264,71.772,13.181,0.176,8.089,6.782
26127,26707,90.048,0.91,0.925,0.094,8.024
26129,20820,94.918,0.485,0.408,0.788,3.401
26131,5862,94.49,0.904,0.495,0.529,3.582
26133,23022,93.732,1.021,0.226,0.343,4.678
26135,8264,94.966,0.424,0.557,0.315,3.739
26137,25221,94.814,0.975,0.309,0.48,3.422
26139,296183,86.258,1.711,0.424,2.712,8.895
26141,13083,95.85,0.459,0.199,0.405,3.088
26143,23556,93.721,0.399,0.149,0.505,5.226
26145,189821,72.26,18.846,0.364,1.194,7.336
26147,160257,92.136,2.342,0.177,0.474,4.871
26149,60887,88.75,2.165,0.046,0.53,8.509
26151,40759,94.524,0.424,0.14,0.206,4.706
26153,8062,84.793,0.558,5.619,0.434,8.596
26155,68124,94.876,0.659,0.261,0.291,3.913
26157,53218,94.184,1.244,0.325,0.492,3.754
26159,75636,83.508,3.383,0.557,0.624,11.928
26161,370231,70.813,11.586,0.231,9.165,8.205
26163,1781641,50.85,37.646,0.309,3.459,7.737
26165,33766,92.943,0.995,0.379,0.575,5.109
27001,15859,93.53,0.46,1.911,0.151,3.947
27003,363985,79.163,7.816,0.548,5.221,7.252
27005,35202,86.498,0.77,5.187,0.685,6.86
27007,46274,71.295,1.262,19.493,0.657,7.294
27009,41300,88.012,5.506,0.479,1.027,4.976
27011,5161,95.543,0.136,0.329,0.756,3.236
27013,69022,87.831,4.661,0.158,2.491,4.859
27015,25880,94.293,0.846,0.305,0.545,4.011
27017,36362,88.298,1.994,3.955,0.446,5.308
27019,107216,88.699,1.625,0.187,3.252,6.237
27021,30288,81.527,0.475,9.396,0.522,8.079
27023,12466,86.692,1.139,1.364,1.235,9.57
27025,56927,92.778,1.077,0.432,1.274,4.439
27027,65307,87.441,4.583,1.268,1.481,5.228
27029,8541,84.077,0.176,6.674,0.656,8.418
27031,5611,85.315,0.321,7.432,0.891,6.042
27033,11481,85.245,1.55,0.287,3.876,9.041
27035,66558,94.654,0.625,0.72,0.433,3.568
27037,439179,78.017,7.08,0.283,5.182,9.439
27039,20893,91.878,0.771,0.359,0.546,6.447
27041,39081,95.727,0.381,0.258,0.502,3.132
27043,13931,90.927,0.524,0.258,0.474,7.817
27045,21251,95.878,0.456,0.052,0.569,3.045
27047,30857,85.514,1.189,0.344,2.946,10.007
27049,47697,91.282,1.606,1.124,0.868,5.12
27051,6091,94.599,0.64,0.46,0.131,4.17
27053,1270787,68.972,13.295,0.621,7.137,9.976
27055,18826,94.529,0.568,0.212,0.494,4.196
27057,21479,92.248,0.68,2.444,0.303,4.325
27059,41257,93.962,0.95,0.381,1.798,2.909
27061,45054,89.741,0.608,2.854,0.277,6.519
27063,9990,92.743,0.49,0.03,1.461,5.275
27065,16145,94.803,0.409,0.384,0.477,3.927
27067,43686,83.645,6.068,0.531,1.119,8.637
27069,4191,93.939,0.811,0.239,0.501,4.51
27071,12072,91.385,0.754,1.822,0.688,5.351
27073,6736,94.938,0.534,0.104,0.698,3.726
27075,10915,96.033,0.284,0.302,0.137,3.243
27077,3786,91.601,0.396,2.139,0.106,5.758
27079,28795,92.665,0.872,0.438,0.434,5.591
27081,5630,96.181,0.16,0.107,0.337,3.215
27083,25352,83.926,3.077,0.17,4.864,7.964
27085,36727,92.15,0.569,0.267,0.694,6.32
27087,5389,45.686,0.427,36.649,0.445,16.793
27089,9017,94.167,0.333,0.41,0.277,4.813
27091,19960,94.534,0.611,0.17,0.491,4.193
27093,23352,94.87,0.321,0.343,0.21,4.257
27095,26680,89.04,0.42,4.614,0.6,5.326
27097,34023,95.691,0.323,0.079,0.326,3.58
27099,40082,81.151,3.827,0.162,5.451,9.408
27101,8170,91.995,0.575,0.024,1.432,5.973
27103,34380,88.357,3.016,0.387,1.498,6.742
27105,22194,68.032,5.456,1.654,5.263,19.595
27107,6457,90.661,1.301,1.843,0.124,6.071
27109,162307,80.53,6.982,0.16,6.215,6.112
27111,60072,92.379,1.069,0.246,0.501,5.805
27113,13995,91.597,1.208,1.165,1.25,4.78
27115,29090,90.457,2.193,2.076,1.042,4.232
27117,9380,88.294,2.559,0.991,0.853,7.303
27119,31128,87.609,2.528,1.25,1.073,7.54
27121,11312,94.696,0.442,0.309,0.787,3.766
27123,547202,62.227,11.996,0.562,14.991,10.223
27125,3912,93.277,0.844,1.61,0,4.269
27127,15428,86.745,0.687,4.304,2.593,5.672
27129,14707,88.121,0.632,0.741,0.802,9.703
27131,67152,82.485,6.341,0.527,2.153,8.494
27133,9659,94.896,0.166,0.704,0.694,3.541
27135,15294,90.042,0.981,1.334,3.047,4.597
27137,200122,90.974,1.584,1.787,0.962,4.693
27139,151347,80.092,5.051,0.519,6.372,7.966
27141,97820,88.866,3.213,0.31,1.331,6.28
27143,14950,90.629,0.977,0.361,0.448,7.585
27145,158622,84.39,8.086,0.127,1.881,5.516
27147,37396,88.116,3.204,0.155,0.433,8.092
27149,9682,86.201,1.849,1.632,1.064,9.254
27151,9806,91.872,0.877,0.449,0,6.802
27153,25277,89.947,0.451,0.261,0.483,8.858
27155,3345,88.221,0.568,6.726,0,4.484
27157,21460,95.429,0.238,0.326,0.568,3.439
27159,14108,92.139,0.539,0.305,0.503,6.514
27161,18953,90.355,0.839,0.913,0.844,7.049
27163,268651,81.488,4.817,0.269,6.921,6.505
27165,11205,80.928,0.402,0.089,1.401,17.18
27167,6454,93.244,0.48,0.558,0.062,5.655
27169,49792,91.649,1.362,0.452,2.37,4.167
27171,142543,90.989,1.426,0.267,1.353,5.965
27173,9569,89.602,0.815,2.926,0.554,6.103
28001,29425,38.919,53.38,0.194,0.897,6.61
28003,34717,81.277,9.67,0.357,0.4,8.296
28005,12683,57.936,40.219,0.142,0.032,1.672
28007,17842,53.133,42.193,0.118,0.263,4.293
28009,7637,60.822,33.312,0,0.393,5.473
28011,30688,31.064,63.236,0.013,0.802,4.885
28013,13193,64.042,28.394,0,0,7.565
28015,9930,63.343,35.821,0,0,0.836
28017,17024,50.264,44.155,0.029,0.176,5.375
28019,8208,67.446,29.203,0.11,0.426,2.814
28021,9044,11.146,85.836,0,0.122,2.897
28023,15553,63.403,34.347,0.071,0.084,2.096
28025,18598,38.042,60.012,0.022,0.038,1.887
28027,21264,19.78,75.941,0.348,0.188,3.743
28029,28210,44.041,51.046,0.018,0.188,4.708
