county,total,white,black,native,asian,other
28031,18323,60.585,34.896,0.671,0.12,3.728
28033,186214,61.317,30.924,0.173,1.28,6.307
28035,77917,58.145,36.115,0.104,0.932,4.704
28037,7690,62.536,35.748,0.117,0,1.599
28039,24547,88.422,7.691,0.236,0.648,3.002
28041,13672,71.54,25.439,0.702,0.007,2.311
28043,21474,51.593,44.915,0.065,0.144,3.283
28045,46010,85.314,6.916,0.841,0.487,6.442
28047,208748,64.742,24.816,0.255,2.343,7.845
28049,226541,24.008,72.887,0.175,0.748,2.182
28051,16848,15.129,82.977,0.137,0.196,1.561
28053,7744,19.977,78.809,0.09,0.168,0.956
28055,1206,27.529,70.398,0,0,2.073
28057,23888,89.878,6.024,0.373,0.205,3.521
28059,143721,69.08,20.433,0.255,2.376,7.855
28061,16320,44.161,54.651,0,0.012,1.176
28063,7207,13.126,79.048,0.236,0.458,7.132
28065,11291,37.703,61.013,0,0.097,1.187
28067,67152,66.473,29.152,0.575,0.317,3.483
28069,8980,33.664,61.826,3.797,0.033,0.679
28071,56172,70.715,23.396,0.085,2.272,3.532
28073,64425,74.308,20.925,0.237,1.212,3.317
28075,72741,52.593,43.465,0.12,0.742,3.079
28077,11933,64.158,31.467,0.335,0.21,3.83
28079,21335,48.343,39.761,5.784,0.45,5.662
28081,83343,64.322,29.813,0.127,1.029,4.708
28083,27920,21.587,74.645,0.057,0.347,3.363
28085,34855,67.91,30.26,0,0.551,1.28
28087,58547,50.691,44.621,0.104,1.17,3.414
28089,109257,56.469,37.615,0.018,2.713,3.185
28091,24362,63.956,32.567,0.14,0.062,3.276
28093,33980,47.675,45.609,0.518,0.118,6.08
28095,34168,67.742,30.215,0.026,0.275,1.741
28097,9803,52.219,46.037,0,0,1.744
28099,28970,57.836,22.768,15.986,0.594,2.817
28101,21275,59.351,31.398,3.262,0.475,5.514
28103,10261,25.66,73.599,0.4,0,0.341
28105,51388,56.484,36.746,0.074,3.112,3.584
28107,33157,47.212,49.658,0.118,0.314,2.699
28109,56351,81.715,12.484,0.676,0.428,4.697
28111,11511,80.384,11.58,0.035,1.79,6.211
28113,40098,42.695,54.16,0.399,0.546,2.2
28115,31202,75.691,14.778,0.167,0,9.365
28117,24945,80.605,10.7,0.148,2.453,6.093
28119,6113,25.045,71.945,0.311,0.131,2.568
28121,157185,73.12,21.583,0.282,1.234,3.78
28123,27943,54.049,35.794,0.1,0.1,9.956
28125,3910,26.471,72.532,0,0,0.997
28127,25889,61.377,35.077,0.155,0.576,2.816
28129,14310,73.955,24.312,0,0.377,1.356
28131,18360,77.908,16.373,0.136,0.512,5.071
28133,25867,23.567,73.557,0.131,0.062,2.683
28135,12621,35.187,61.517,0.024,0.063,3.209
28137,28094,66.936,30.455,0.05,0.036,2.524
28139,21769,77.091,14.544,0.06,0,8.305
28141,18837,91.856,1.343,0.435,0.642,5.723
28143,9787,18.31,80.586,0,0,1.104
28145,27880,77.511,15.689,0.179,0.247,6.374
28147,13888,52.837,40.906,0.353,0.166,5.739
28149,44341,47.063,48.686,0.081,0.645,3.525
28151,44604,24.612,72.076,0.043,0.816,2.453
28153,19760,57.085,37.89,0,0.04,4.985
28155,9942,79.199,18.487,0.121,0.805,1.388
28157,8531,28.813,67.378,0,0,3.81
28159,17741,49.986,46.987,0.778,0.107,2.142
28161,12499,60.141,38.395,0.192,0.104,1.168
28163,27467,37.015,60.749,0.382,0.044,1.809
29001,25299,90.134,4.123,0.415,1.866,3.463
29003,18069,93.624,0.775,0.028,0.692,4.881
29005,5270,94.934,0.304,0.304,0.209,4.25
29007,24873,89.173,4.784,0.647,0.499,4.897
29009,34701,83.698,0.308,1.138,1.602,13.253
29011,11683,91.946,0.282,1.061,0.026,6.685
29013,16101,92.976,2.149,0.453,0.404,4.018
29015,19616,93.689,0.688,0.821,0.087,4.716
29017,10658,94.858,0.554,0.16,0.056,4.372
29019,184043,78.945,9.278,0.208,4.739,6.83
29021,84544,83.173,5.863,0.422,1.338,9.203
29023,42280,87.729,5.123,0.35,0.194,6.604
29025,8876,93.488,0.361,1.003,0.417,4.732
29027,44517,90.339,4.264,0.377,0.128,4.893
29029,43227,94.651,0.854,0.285,0.479,3.731
29031,81703,86.049,7.57,0.115,1.553,4.712
29033,8513,94.843,2.091,0.035,0.07,2.96
29035,5299,94.055,1.019,0,0.113,4.812
29037,108205,86.876,4.404,0.307,0.582,7.831
29039,14314,93.454,0.349,0.21,0,5.987
29041,7417,94.122,2.697,0.162,0,3.02
29043,89568,92.601,0.928,0.367,0.872,5.232
29045,6693,95.831,0.164,0.568,0.926,2.51
29047,253085,81.423,6.611,0.365,2.223,9.378
29049,21155,94.351,0.837,0.17,0.511,4.131
29051,76890,82.013,11.394,0.152,1.578,4.863
29053,16893,88.534,5.553,0.243,0.361,5.31
29055,23023,94.271,0.517,0.148,0.256,4.808
29057,7598,93.63,0.553,0.369,0.355,5.093
29059,17158,95.536,0.087,0.192,0.117,4.068
29061,8418,96.211,0.535,0.214,0.309,2.732
29063,11838,86.349,8.228,0.549,1.149,3.725
29065,14509,92.984,0.6,0.269,0.917,5.231
29067,11803,93.536,0.474,1.059,0.119,4.812
29069,28174,80.191,7.876,0.018,0.241,11.674
29071,104858,91.522,0.863,0.094,0.396,7.125
29073,14801,94.872,0.872,0.223,0.162,3.871
29075,6219,96.06,0.498,0.289,1.576,1.576
29077,299188,87.796,3.007,0.249,1.932,7.015
29079,9878,94.462,0.435,0.263,0.962,3.877
29081,8190,96.02,1.013,0.354,0.403,2.21
29083,22064,93.496,0.725,0.281,0.222,5.276
29085,8452,95.492,0.177,0.012,0.485,3.833
29087,4274,95.461,0.655,0.257,0.538,3.088
29089,10142,87.862,5.906,1.449,0.296,4.486
29091,39960,93.896,0.453,0.403,0.495,4.752
29093,9538,92.546,0.65,0.199,0.923,5.683
29095,715526,64.417,22.785,0.37,1.782,10.646
29097,122788,86.42,1.889,1.005,1.321,9.365
29099,226984,91.5,1.004,0.106,0.991,6.399
29101,54025,86.751,3.576,0.231,1.794,7.648
29103,3772,94.008,1.193,0.186,1.935,2.678
29105,36060,91.55,0.477,0.546,0.688,6.739
29107,32858,91.959,2.091,0.25,0.688,5.012
29109,38231,90.654,0.251,0.411,0.466,8.218
29111,9987,92.32,3.865,0.15,0.471,3.194
29113,60172,93.204,2.157,0.128,0.284,4.226
29115,11892,96.182,0.74,0.286,0.362,2.43
29117,14402,92.293,2.868,0.312,0.875,3.652
29119,23381,75.865,1.963,1.557,1.035,19.58
29121,15173,92.757,2.241,0.376,0.613,4.014
29123,12649,95.391,1.138,0.174,0.293,3.004
29125,8454,94.973,0.331,1.076,0.189,3.43
29127,28525,89.844,5.451,0.259,0.694,3.751
29129,3517,94.399,0.341,0.682,0.881,3.696
29131,24855,95.743,1.046,0.145,0.447,2.619
29133,12305,71.516,24.137,0.008,0.073,4.267
29135,15401,92.773,2.656,0.253,0.318,4
29137,8668,92.951,3.473,0.727,0.473,2.377
29139,11421,93.591,1.664,0.499,0.219,4.028
29141,21169,94.005,0.35,0.019,0.619,5.007
29143,16341,77.327,12.16,0.08,0,10.434
29145,59019,84.219,0.908,1.427,1.572,11.874
29147,21140,93.657,2.162,0.251,1.23,2.701
29149,8783,94.398,0.068,0.444,0.239,4.85
29151,13374,97.869,0.157,0.456,0,1.518
29153,8688,94.636,0.599,0.518,0,4.247
29155,15555,66.911,26.172,0.122,0.039,6.757
29157,18970,95.235,0.717,0.053,0.738,3.258
29159,43059,87.58,2.815,0.348,0.578,8.679
29161,44843,87.717,2.096,0.477,3.363,6.347
29163,17719,89.283,5.023,1.078,0.356,4.261
29165,107033,81.375,7.393,0.237,2.653,8.341
29167,31877,92.854,1.158,0.329,0.781,4.878
29169,53726,73.795,10.086,0.724,2.548,12.847
29171,4698,96.616,0.234,0.426,0,2.725
29173,10356,93.994,1.777,0.048,0.097,4.085
29175,24652,88.938,5.038,0.211,0.381,5.432
29177,23122,93.815,1.194,1.12,0.251,3.62
29179,6102,92.74,1.655,0.279,0.197,5.129
29181,10839,93.533,0.101,0.111,0.858,5.397
29183,406262,86.515,5.038,0.085,2.745,5.617
29185,9330,93.344,0.547,0.397,0.193,5.52
29186,18494,94.512,1.53,0.097,0.508,3.352
29187,66814,91.372,2.957,0.409,0.518,4.745
29189,999703,64.166,24.206,0.086,4.699,6.843
29195,23219,81.192,5.556,0.134,0.767,12.352
29197,4066,95.401,0.394,0.443,0.91,2.853
29199,4720,96.907,0.064,0.085,0.042,2.903
29201,38055,83.35,11.37,0.068,0.197,5.014
29203,7132,93.031,0.28,0.14,0.322,6.225
29205,6049,94.743,2.149,0.546,0.231,2.331
29207,28656,94.699,1.312,0.241,0.028,3.72
29209,31314,95.149,0.217,0.182,0.489,3.963
29211,5983,83.721,3.159,0.217,0.786,12.118
29213,56202,89.063,1.971,0.345,0.877,7.743
29215,24828,90.74,2.485,0.669,0.451,5.655
29217,19777,95.161,0.541,0.147,0.672,3.479
29219,35729,91.088,2.15,0.537,0.501,5.724
29221,23580,93.053,1.667,0,0.093,5.187
29223,11081,94.459,1.029,0,0.668,3.844
29225,39265,92.958,0.616,0.265,0.224,5.937
29227,1982,96.62,0.252,0.151,0,2.977
29229,18475,94.576,0.189,0.222,0.368,4.644
29510,298018,46.271,43.874,0.207,3.501,6.147
30001,9469,92.502,1.035,2.07,0.18,4.214
30003,13090,29.297,0,65.126,0.214,5.363
30005,7030,43.528,0.797,51.721,0.043,3.912
30007,6977,90.067,0.272,1.089,0.358,8.213
30009,10645,93.931,0.47,0.639,0.451,4.509
30011,1332,93.544,0,1.051,0,5.405
30013,84423,85.429,1.476,3.672,0.946,8.476
30015,5897,78.871,0.136,16.398,0.441,4.155
30017,11957,91.444,0.234,1.221,0.385,6.716
30019,1535,90.489,0.326,2.41,1.824,4.951
30021,8915,94.201,0.763,1.615,0.011,3.41
30023,9435,91.033,0.541,1.77,0.477,6.179
30025,2941,93.404,0.034,2.312,0,4.25
30027,11496,93.346,0.478,1.331,1.522,3.323
30029,105950,91.979,0.315,1.074,0.822,5.809
30031,119685,91.245,0.439,0.773,1.398,6.145
30033,976,97.541,1.127,0.307,0,1.025
30035,13781,30.745,0.167,64.154,0.581,4.354
30037,841,90.131,1.07,0.476,0,8.323
30039,3368,93.705,0,0.713,0.891,4.691
30041,16238,69.504,0.351,23.747,0.252,6.146
30043,12273,93.188,0.301,1.141,0.399,4.97
30045,2039,92.889,0,1.667,0,5.444
30047,31509,65.245,0.251,22.092,0.654,11.759
30049,71487,92.123,0.571,1.276,0.678,5.352
30051,1993,97.692,0,0.351,0,1.957
30053,20157,92.162,0.069,1.419,0.377,5.973
30055,1746,90.378,0,4.467,1.833,3.322
30057,8742,94.143,0,0.252,0.846,4.759
30059,1948,92.351,0.051,4.671,0.257,2.669
30061,4652,92.992,0.709,1.397,0.645,4.256
30063,118541,89.087,0.628,2.09,1.807,6.389
30065,4924,92.181,0,2.478,0,5.341
30067,17320,93.222,0.191,1.49,0.323,4.775
30069,416,98.077,0,0,1.923,0
30071,4233,83.322,0,5.433,0,11.245
30073,5987,79.639,0.05,16.669,0.15,3.491
30075,1773,93.514,0,1.636,1.297,3.553
30077,6998,88.454,0.886,4.887,1.543,4.23
30079,1283,90.101,0,0.078,3.975,5.846
30081,44876,91.588,0.323,0.448,0.455,7.186
30083,11366,90.428,0.194,0.158,0.114,9.106
30085,10799,33.207,0.324,58.32,0.732,7.417
30087,8310,53.706,0.12,38.219,0.59,7.365
30089,12615,90.583,0.309,3.139,0.182,5.787
30091,3700,92.784,0,1.541,0.027,5.649
30093,35306,92.511,0.15,1.946,0.484,4.909
30095,8978,93.339,0.089,0.401,0.401,5.77
30097,3697,93.265,1.542,1.028,0,4.166
30099,6238,92.514,0.882,1.619,0,4.986
30101,5018,87.425,1.554,5.779,0.897,4.344
30103,680,95.147,0,0.147,1.176,3.529
30105,7552,84.587,0.384,8.276,0.053,6.7
30107,2060,94.466,2.379,1.845,0.388,0.922
30109,1119,93.119,0.894,0.179,0.536,5.273
30111,165524,87.526,0.833,3.859,0.77,7.012
31001,31143,87.13,0.7,0.254,1.159,10.757
31003,6302,95.89,1.031,0.143,0.095,2.84
31005,485,93.814,0,0.206,0,5.979
31007,670,92.687,0,0,0.896,6.418
31009,384,100,0,0,0,0
31011,5397,96.776,0.074,0.185,0.259,2.705
31013,10778,85.044,3.387,2.802,0.705,8.063
31015,1767,92.643,0.283,2.886,0,4.188
31017,2691,93.051,0.074,0.074,0.037,6.763
31019,50103,88.701,0.902,0.443,1.551,8.403
31021,6717,91.976,0.447,0.849,0.64,6.089
31023,8373,92.452,0.119,0.752,0.072,6.605
31025,26749,93.267,0.164,0.385,0.437,5.746
31027,8375,96.418,0.143,0.382,0.227,2.83
31029,3704,87.257,0.351,0.513,2.025,9.854
31031,5473,84.889,0.475,3.727,1.791,9.117
31033,9489,92.444,1.064,0.611,0.938,4.943
31035,6088,91.721,0.378,0.443,0.033,7.424
31037,10563,65.161,3.266,6.03,0.019,25.523
31039,9000,90.522,0.433,0.811,0.211,8.022
31041,10566,95.192,0.577,0.625,0.019,3.587
31043,21308,52.576,7.593,2.539,3.191,34.1
31045,8279,87.788,2.343,2.935,0.93,6.003
31047,24037,68.261,7.027,0.703,0.799,23.21
31049,1858,90.205,0.108,0.915,0.484,8.288
31051,5579,85.427,0.197,0.305,0.842,13.228
31053,37175,88.468,0.592,1.466,0.479,8.995
31055,582638,73.456,10.705,0.603,4.184,11.052
31057,1825,97.26,0.219,0.055,0,2.466
31059,5557,95.429,0.288,0.36,0.486,3.437
31061,2901,95.174,0.241,0.724,0.172,3.688
31063,2491,93.497,1.285,0.241,0,4.978
31065,4630,95.788,0.324,0.67,0.151,3.067
31067,21654,95.571,0.693,0.448,0.577,2.711
31069,1778,93.813,0,0.225,0.169,5.793
31071,1833,96.727,0.491,0,0,2.782
31073,1873,97.117,0.267,0.481,0,2.136
31075,649,96.302,0.154,0.616,0.77,2.157
31077,2212,95.208,0.633,0.497,0,3.662
31079,62575,72.532,3.431,0.863,1.147,22.026
31081,9400,94.234,0.202,0.394,0.372,4.798
31083,3094,93.859,0.097,0.129,1.196,4.719
31085,919,94.342,0,0.218,0,5.441
31087,2620,95.496,0.076,0.115,0.115,4.198
31089,10149,94.975,0.424,0.296,0.236,4.069
31091,659,89.226,1.517,0.759,0,8.498
31093,6476,93.53,0.448,0,0.432,5.59
31095,7185,94.405,0.765,0.028,0.07,4.732
31097,5294,82.225,5.497,1.492,0.756,10.03
31099,6655,94.651,0.09,0.316,0.751,4.192
31101,8303,91.148,1.433,0.205,0.47,6.745
31103,987,95.947,0.101,0,0,3.951
31105,3395,90.103,0.206,1.414,0.029,8.247
31107,8415,85.526,0.701,9.174,0.487,4.112
31109,322063,83.325,3.732,0.647,4.123,8.172
31111,34532,89.161,1.216,1.126,0.817,7.68
31113,839,88.319,0,2.145,0,9.535
31115,629,85.692,0,0,0,14.308
31117,456,98.465,0,0,0,1.535
31119,35538,83.342,0.855,1.545,1.168,13.09
31121,7675,92.873,0.065,0.339,1.655,5.068
31123,4562,85.971,0.088,1.271,1.118,11.552
31125,3366,95.157,0.564,0.475,0.149,3.654
31127,7019,91.566,1.61,0.484,0.37,5.97
31129,4092,93.451,0.196,0.269,0,6.085
31131,15995,88.534,0.7,0.256,0.144,10.366
31133,2553,95.182,0.235,0,0,4.583
31135,2860,94.161,0.07,0.07,0.385,5.315
31137,8966,93.141,0.625,0.346,0.078,5.811
31139,7301,96.179,0.274,0.233,0.164,3.15
31141,34219,84.006,0.663,0.117,0.444,14.77
31143,5182,92.474,0.154,0.154,0,7.217
31145,10690,90.898,1.066,0.692,0,7.343
31147,7850,92.051,1.07,2.344,0.051,4.484
31149,1312,98.171,0.61,0.534,0,0.686
31151,14275,81.254,0.953,0.266,2.935,14.592
31153,191272,83.201,4.168,0.456,2.528,9.646
31155,22374,95.012,0.331,0.13,0.568,3.96
31157,36048,82.01,0.566,1.836,0.56,15.027
31159,17644,95.761,0.663,0.17,0.34,3.066
31161,5102,80.38,1.352,9.134,1.235,7.899
31163,2970,95.556,0.505,0.067,0.303,3.569
31165,1162,93.46,0.344,0,0.086,6.11
31167,5828,91.97,0.549,0.103,0.463,6.915
31169,5006,94.766,0.22,0.34,0.02,4.654
31171,592,87.5,1.351,1.014,0,10.135
31173,6716,36.361,0.179,56.477,0.908,6.075
31175,4053,98.1,0.173,0.716,0.271,0.74
31177,20884,95.365,0.431,0.259,0.311,3.634
31179,9701,92.125,1.464,0.309,0.371,5.731
31181,3410,94.047,0.147,0.733,0.117,4.956
31183,771,98.703,0,0,0.13,1.167
31185,14212,92.253,1.126,0.542,0.654,5.425
32001,25409,77.248,1.905,4.058,2.818,13.971
32003,2265926,49.872,12.006,1.051,10.174,26.897
32005,49476,84.087,0.671,1.459,2.136,11.646
32007,53600,71.067,0.866,5.043,1.306,21.718
32009,980,89.898,0.204,1.327,1.939,6.633
32011,1622,90.567,0.062,5.302,0.555,3.514
32013,17266,75.82,0.759,3.875,1.407,18.14
32015,5728,84.811,3.544,4.12,0.402,7.123
32017,4507,84.491,4.526,3.639,0,7.344
32019,59435,78.578,0.947,2.477,1.447,16.551
32021,4568,64.908,4.247,21.41,0,9.435
32023,51698,77.355,2.375,1.141,1.944,17.184
32027,6587,74.085,3.993,3.294,1.533,17.094
32029,4095,83.834,1.978,0.098,1.099,12.991
32031,486674,67.954,2.493,1.306,5.368,22.879
32033,8997,79.593,7.325,5.402,0.7,6.98
32510,58249,74.57,2.134,2.055,2.671,18.57
33001,63914,94.549,0.745,0.26,1.224,3.223
33003,50679,95.537,0.568,0.489,0.831,2.575
33005,76610,93.715,0.675,0.133,0.668,4.809
33007,31430,95.383,2.017,0.08,0.509,2.011
33009,90836,89.9,1.164,0.23,3.393,5.313
33011,422733,84.833,2.581,0.143,4.189,8.254
33013,153918,92.119,1.592,0.264,1.94,4.085
33015,315169,92.102,0.893,0.049,2.052,4.904
33017,130965,89.785,1.103,0.049,2.984,6.079
33019,43356,94.663,0.752,0.208,0.754,3.623
34001,274339,60.126,13.509,0.334,7.8,18.23
34003,953243,62.309,5.737,0.248,16.632,15.074
34005,461853,67.652,16.519,0.196,5.479,10.154
34007,522581,58.194,19.303,0.214,5.925,16.364
34009,95456,87.331,3.772,0.069,0.8,8.027
34011,153588,56.638,18.991,0.92,1.556,21.895
34013,853374,35.473,37.755,0.299,5.706,20.767
34015,302621,78.529,10.446,0.113,3.237,7.675
34017,712029,41.375,12.072,0.6,16.024,29.929
34019,129099,85.926,2.572,0.122,4.456,6.924
34021,383732,53.765,19.708,0.266,12.186,14.075
34023,860147,47.851,10.23,0.591,24.961,16.366
34025,643064,78.502,6.591,0.341,5.412,9.154
34027,508816,73.799,3.383,0.145,10.743,11.929
34029,638691,87.013,3.102,0.24,1.872,7.773
34031,519986,50.623,10.737,0.297,5.456,32.887
34033,64840,75.358,14.639,0.321,0.899,8.783
34035,344978,57.676,9.595,0.357,19.053,13.319
34037,144808,87.401,2.199,0.018,1.905,8.476
34039,572079,44.557,20.663,0.347,5.635,28.797
34041,109739,82.368,5.159,0.092,2.824,9.557
35001,674692,60.272,2.872,4.918,2.745,29.194
35003,3635,88.803,0.468,2.228,0,8.501
35005,64701,69.392,1.563,1,1.184,26.862
35006,27211,42.703,1.47,41.722,0.257,13.847
35007,12370,73.8,0.784,2.587,0.614,22.215
35009,48327,60.38,5.643,0.679,1.506,31.792
35011,1695,42.065,0.059,0.059,0,57.817
35013,219870,58.629,1.857,1.236,1.177,37.101
35015,61264,70.936,1.505,1.691,0.723,25.145
35017,28006,71.435,0.914,1.082,0.85,25.719
35019,4413,45.955,1.971,8.022,0.091,43.961
35021,671,50.82,0.149,0,0,49.031
35023,4160,69.399,0.168,0.673,0,29.76
35025,73103,62.36,4.21,1.094,0.602,31.733
35027,20222,76.244,1.81,2.487,0.282,19.177
35028,19253,78.637,1.163,0.951,5.345,13.904
35029,25393,67.243,1.898,0.847,1.197,28.815
35031,72073,10.374,0.536,76.38,1.329,11.382
35033,4208,52.59,0,0.618,0,46.792
35035,67850,64.184,3.705,6.721,1.228,24.162
35037,8641,72.503,2.615,2.488,0.579,21.815
35039,40285,35.348,0.633,14.966,0.546,48.507
35041,19142,70.943,1.954,1.045,0.7,25.358
35043,149460,60.299,2.269,12.187,1.585,23.661
35045,121798,44.999,0.746,39.515,0.796,13.944
35047,27215,56.333,1.367,2.804,0.702,38.795
35049,154481,67.365,1.031,3.164,1.372,27.069
35051,11506,78.394,0.261,3.077,0.269,17.999
35053,16453,61.217,0.906,12.083,1.981,23.813
35055,34475,64.937,0.139,5.984,0.685,28.255
35057,15203,66.086,2.236,2.348,0.756,28.573
35059,4074,69.98,1.227,3.338,0,25.454
35061,76613,63.072,1.463,4.074,0.769,30.623
36001,315041,72.097,12.206,0.084,7.33,8.283
36003,47222,94.395,1.662,0.121,0.932,2.891
36005,1443229,17.927,34.069,0.978,3.924,43.102
36007,198365,82.611,5.449,0.157,4.931,6.852
36009,77000,89.986,1.548,2.749,0.713,5.004
36011,76171,89.591,3.446,0.176,0.755,6.032
36013,127440,88.801,2.63,0.339,0.702,7.528
36015,83584,85.941,5.348,0.319,1.525,6.866
36017,47096,94.343,0.786,0.042,0.527,4.302
36019,79839,90.298,3.563,0.278,1.442,4.419
36021,61469,86.038,3.355,0.176,2.242,8.189
36023,46755,91.503,2.135,0.096,1.275,4.992
36025,44637,92.37,1.38,0.578,0.807,4.866
36027,296467,73.277,10.597,0.305,3.41,12.41
36029,951232,75.385,12.908,0.399,4.327,6.981
36031,37314,93.137,2.618,0.241,0.308,3.696
36033,47459,83.978,3.489,7.196,0.674,4.663
36035,53280,91.051,1.558,0.038,0.83,6.524
36037,58204,90.98,2.041,0.462,0.818,5.699
36039,48067,86.198,5.232,0.451,1.109,7.009
36041,5090,92.456,1.139,0.079,0.314,6.012
36043,60293,93.394,1.161,0.144,0.473,4.828
36045,117445,84.164,5.865,0.267,1.568,8.136
36047,2679620,40.379,29.99,0.541,11.983,17.106
36049,26690,95.272,1.087,0.079,0.225,3.338
36051,61980,91.25,2.227,0.081,0.978,5.465
36053,68020,91.88,1.677,0.334,1.011,5.097
36055,756406,72.253,14.925,0.2,3.818,8.803
36057,49624,82.877,3.184,0.615,0.786,12.538
36059,1389160,62.011,11.585,0.266,11.256,14.882
36061,1645867,51.216,14.01,0.518,12.096,22.16
36063,212230,84.914,6.624,0.597,1.176,6.689
36065,231055,82.742,6.02,0.191,4.252,6.795
36067,472637,76.716,11.054,0.509,4.005,7.715
36069,112288,90.397,2.188,0.076,1.414,5.925
36071,401237,67.174,11.458,0.567,2.879,17.922
36073,40148,87.222,5.398,0.304,0.673,6.404
36075,118037,93.228,1.058,0.129,0.784,4.802
36077,59678,91.117,2.198,0.196,1.521,4.967
36079,97942,80.099,3.428,0.196,2.236,14.041
36081,2360826,30.524,17.69,0.589,26.035,25.161
36083,160943,82.661,6.685,0.136,3.105,7.413
36085,492925,66.204,9.874,0.363,11.465,12.095
36087,337326,66.965,11.468,0.248,6.097,15.224
36089,108670,92.362,2.228,0.459,1.038,3.913
36091,236328,90.255,1.654,0.194,2.959,4.938
36093,159447,71.969,10.536,0.329,4.915,12.25
36095,29970,91.161,1.745,0.11,0.984,5.999
36097,17855,94.332,0.947,0.134,0.795,3.792
36099,33651,89.546,4.452,0.232,0.701,5.07
36101,93584,93.064,1.541,0.098,1.643,3.653
36103,1524486,72.933,7.609,0.41,4.263,14.786
36105,78725,74.636,8.419,0.733,1.941,14.271
36107,48344,94.452,1.154,0.149,0.9,3.345
36109,102555,78.184,4.054,0.139,9.625,7.997
36111,182153,78.219,6.051,0.188,1.962,13.58
36113,65684,93.437,1.379,0.072,0.723,4.389
36115,61310,92.065,2.602,0.148,0.599,4.587
36117,91324,89.777,2.424,0.171,0.877,6.751
36119,997904,57.311,14.579,0.383,6.215,21.511
36121,40338,89.811,3.652,0.139,0.615,5.784
36123,24713,95.832,0.538,0.073,1.024,2.533
37001,171779,65.56,19.626,0.306,1.64,12.867
37003,36505,87.914,4.375,1.03,1.077,5.605
37005,10989,93.457,1.929,0.291,0.319,4.004
37007,22200,46.027,47.982,0.279,1.509,4.203
37009,26759,95.613,0.983,0.235,0.437,2.732
37011,17679,89.219,3.643,0.826,0.469,5.843
37013,44711,70.475,23.135,0.092,0.244,6.054
37015,17818,34.729,61.662,0.286,0.763,2.559
37017,29807,56.611,33.74,3.154,0.312,6.183
37019,139721,83.045,8.623,0.444,0.596,7.292
37021,269449,85.194,5.6,0.208,1.153,7.845
37023,87799,83.107,5.901,0.918,3.412,6.662
37025,226396,64.789,18.938,0.091,4.934,11.249
37027,80716,87.254,4.331,0.078,0.545,7.792
37029,10547,81.142,8.069,0.228,1.365,9.197
37031,68353,88.058,4.26,0.366,1.219,6.098
37033,22747,60.311,31.995,0.11,0.853,6.731
37035,161011,77.051,8.101,0.453,4.089,10.306
37037,76754,74.926,10.788,0.189,1.664,12.433
37039,28868,91.804,1.455,1.604,0.52,4.618
37041,13835,60.412,33.524,0.065,0.108,5.891
37043,11186,94.502,1.01,1.091,1.144,2.253
37045,99527,72.904,20.206,0.098,0.973,5.82
37047,50827,60.704,28.63,3.236,0.49,6.939
37049,101098,68.415,20.993,0.421,2.623,7.547
37051,335207,45.114,37.195,1.219,2.488,13.984
37053,28616,86.794,5.57,0.189,0.867,6.58
37055,37160,87.863,3.132,0.159,0.457,8.388
37057,169498,81.308,9.645,0.194,1.565,7.288
37059,43030,85.554,4.141,0.469,0.751,9.084
37061,49312,60.979,21.492,0.353,0.479,16.698
37063,325101,47.627,34.29,0.4,5.213,12.469
37065,49067,38.346,56.244,0.267,0.22,4.924
37067,383739,60.45,25.801,0.381,2.432,10.935
37069,69680,64.486,23.918,0.544,0.663,10.389
37071,228972,72.686,17.186,0.255,1.705,8.168
37073,10509,63.155,31.497,0.609,0.057,4.682
37075,8047,85.721,0.485,8.947,0,4.847
37077,61161,58.833,29.171,0.427,0.661,10.909
37079,20407,51.1,32.298,0.897,0.074,15.632
37081,539557,50.996,34.247,0.34,5.189,9.227
37083,48772,38.104,51.63,2.957,0.861,6.448
37085,134718,64.884,20.756,1.205,1.187,11.967
37087,62152,92.441,0.825,0.539,0.417,5.778
37089,116469,86.945,3.39,0.445,1.293,7.927
37091,21633,33.944,58.346,1.775,1.072,4.863
37093,52612,42.371,33.477,7.24,1.422,15.491
37095,4636,58.714,28.581,0.604,0,12.101
37097,187839,77.258,11.679,0.265,2.553,8.246
37099,42388,80.94,2.069,7.431,1.104,8.455
37101,219042,69.842,16.52,0.55,0.691,12.397
37103,9263,62.226,27.712,0.702,1.026,8.334
37105,63560,68.675,18.965,0.164,1.267,10.93
37107,55071,51.57,40.161,0.151,0.81,7.309
37109,87933,86.161,5.589,0.221,0.818,7.211
37111,44629,89.027,3.632,0.462,1.058,5.821
37113,37088,90.884,1.033,0.318,0.892,6.873
37115,21414,93.378,1.144,0.154,0.388,4.936
37117,21992,52.305,41.702,0.082,0.568,5.343
37119,1115403,48.383,31.317,0.346,6.236,13.718
37121,14989,93.268,0.801,0.34,0.347,5.244
37123,25839,67.433,17.238,1.231,1.486,12.613
37125,100759,79.061,10.292,0.509,1.266,8.872
37127,95015,49.467,40.467,0.529,0.756,8.781
37129,228134,79.085,12.119,0.222,1.318,7.255
37131,17528,40.432,53.959,0.217,0.063,5.329
37133,203686,70.53,13.919,0.542,1.876,13.132
37135,145919,72.075,10.93,0.736,7.801,8.458
37137,12317,75.749,19.29,0.146,0.65,4.165
37139,40454,56.536,35.505,0.346,1.345,6.269
37141,61592,75.815,13.266,0.287,0.516,10.115
37143,13053,71.792,22.815,0.077,0.421,4.895
